ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
4a0363d0-194c-0138-c58e-740f24312a1c,,Grouville,Parish,,,Remains of a wooden handled knife.  Length: 27 cm ,,,,,,,1982-03-24,,,,,,,,,,,Metric,Millimetres/grams,Knife,,,,,,0300324,,,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.028031 49.169231)),,,,,
1aac0000-1e8b-0138-8d6b-740f24312a1c,,St. Martin,Parish,,,Round edged triangular axe with bevelled end made of dolerite type A. ,,,,,,12.95cm x 4.85cm x 2.60cm,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0700353,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Martin’; location protected and marked as Jersey Archive.,,,,
7a1b90d0-19c2-0138-c5ae-740f24312a1c,,St. Mary,Parish,,,"Stone rubber - oblong pebble with flattened, worn end.  Dimensions:  Length: 11.30 cm  Width: 3.80 cm  Thickness 1.7 cm  Brought in by Major Rybot",,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Rubber,,,,,,0800206,,,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.17437 49.249408)),,,,,
0d1199f0-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Jadeite axe made in the Alps.  Sinel Cat. No. 18a; British Museum No. 70.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0300363,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
16574bec-4144-11ec-8701-0275d4869ef4,Field Number,Trinity,Parish,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,"A Late Iron Age coin of the Coriosolite Tribe Series Y, Class H, Group I (c.1st century BC).  Metal: Billon, an alloy of copper and tin (bronze) with silver and some impurities, such as gold, in proportion as much as 0.33%. The silver content can be as low as 3% or as high as 40%, but most often between 20 and 35% (Hooker 2002, p.16).  Reverse: Chariot pony and driver to right, symbol below. Very worn, but pony was likely without reins, had a cheek section and pellet for an eye. Boar symbol visible below pony.  Obverse: Head to right; hair is in three masses or locks, each composed of many hairs, some of which terminate in small curls. The top lock of hair has an S-shape that contains additional decoration in its lower part. Head has a forelock and naturalistic nose.  Diameter: 21.87, Weight: 5.4g  Ref: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress.",,Complete,,,No more than 12 inches,"Diameter: 21.87, Weight: 5.4g",2013-01-01,,,,,,,/files/uploadedfiles/1200344_-_celtic_stater.jpg,Cultivated land,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,Certain,Trinity,,Trinity,,1200344,,Metal detector,Copper alloy,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,,
4a06d940-194c-0138-c58e-740f24312a1c,Postal Address,Grouville,Parish,,,"Large local diorite axe, very finely polished.  Chance find during building work.  Mark Patton visited the site on 24/06/1993. No features or material noted. The material was loesic colluvium.",,,,,,,1993-06-22,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0300335,,Other chance find,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.038074 49.19491)),,,,Returned to Finder,
bfe7b870-31ab-11ec-8701-0275d4869ef4,Field Number,Grouville,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR7 (2017) reads: Flat, oval shaped Bronze Age knife or razor, dark green in colour. One end is slightly narrower than the other. The edges have all been beaten off by long exposure to ploughing - these all have the pale green dusty signs of porous corrosion (bronze disease), while several scuff marks are visible on the surface. The condition is fair. A similar Jersey example has been found, SJFR67    See also English examples at: https://finds.org.uk/database/artefacts/record/id/175981 https://finds.org.uk/database/artefacts/record/id/392924. Late Bronze Age c.1150BC - c.800BC.  On further analysis, this find is similar to 0600315.",,Incomplete,Untreated,,,"68mm x 34mm x 7mm, 68.89g",2017-06-02,,,,,,,/files/uploadedfiles/0300391_-_bronze_age_knife_ingot..JPG,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Knife blade,Possibly,Grouville,,Grouville,,0300391,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as 'Grouville'; accurate location protected and marked as Jersey Archive.,,,,
0d1122f0-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Flint scraper. Dimensions:  Length: 5.9 ? Width: 3.8 ? Thickness: 1.2 ?  *? could be cm,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Scraper (tool),,,,,,0300345,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
920d9c36-3317-11ec-8701-0275d4869ef4,,Trinity,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR49 (2017) reads: A piece of bronze age bronze casting waste with a light green patina and some dark grey flecks. See similar examples at: https://finds.org.uk/database/artefacts/record/id/437304 SJFR30,37",,Fragment,,,,Dimensions:	29mm x 16mm x 8.5mm Weight: 11.43g,2017-06-12,,,,,,,/files/uploadedfiles/1200339_-_Bronze_casting_waste.JPG,Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Casting waste,Probable,,,Trinity,,1200339,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,,
4a06e9c0-194c-0138-c58e-740f24312a1c,Field Number,Grouville,Parish,,,Bronze bracelet decorated with cast ridges arranged in groups of three. ,,,,,,,1992-08-01,,,,,,,,,Cast,Copper alloy,Metric,Millimetres/grams,Bracelet,,,,,,0300337,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.049264 49.196974)),,,,Returned to Finder,
48ff775a-2bf0-11eb-8701-0275d4869ef4,,Grouville,Parish,Unknown,Unknown,"An angular fragment of bronze which may have been a part of a vessel. There is a somewhat large black stain on one side. The dimension's of this object are 50mm in length at the longest and 43mm in length at the shortest. Also, it is 43mm in width at the widest part and 4mm in width at the thinnest point. It ranges in thickness in a gradual increase from 1mm to 4mm. It weighs 27.5g. Although the date is unknown it could range between the Bronze Age and Medieval periods. ",,Fragment,Untreated,,8 inches,,2020-02-01,,,,,,,/files/uploadedfiles/0300375.jpg,Cultivated land,Cast,Copper alloy,,,Vessel,Possibly,,,,,0300375,,Metal detector,,,,,,,Returned to Finder,
04fedb02-fc35-11eb-8701-0275d4869ef4,,St. Brelade,Parish,Early Medieval 450-933 CE,Post Medieval 1540-1901 CE,"A complete plano-convex lead-alloy spindle whorl of Medieval to Post-Medieval date. The spindle whorl is annular, 25.7mm in diameter with a central hole of 12.6mm diameter. The central hole tapers slightly towards the convex face. There may be traces of decoration or inscription, but heavy wear makes this difficult to ascertain. The metal generally has a white to brown patina.  Notes:  Lead spindle whorls were commonly used from the Iron Age through to the Post-Medieval period and are difficult to date with any certainty when found out of context.  21.6g, 25.7mm diameter, 12.6mm inner diameter. ",,Complete,Untreated,,20cm,"Outer diameter: 25.7mm, Inner diameter: 12.6mm, Weight: 21.6g.",2021-01-01,,,,,,,/files/uploadedfiles/0100485_spindle_whorl.jpg,Cultivated land,Cast,Lead alloy,Metric,Millimetres/grams,Spindle whorl,Certain,Vingtaine du Coin,,Vingtaine du Coin,,0100485,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Vingtaine du Coin’; location protected and marked as Jersey Archive.,,,,
33c0aaf0-193b-0138-c588-740f24312a1c,Postal Address,St. Helier,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A gold torque discovered by chance during building work for new houses, now named 'Torque Villas'.  The torque was found approximately 3ft below the surface in sandy soil. It was found coiled up and the ends had become detached.  It is made from a four flanged stem of gold in a cruciform section that has been twisted. The ends terminate in a solid rod with a slight conical shape bent to form a hook. It is thought to have originated from Ireland.  Hawkes suggests that it was constructed by the a solid bar of gold chiselled away to form the four flanges in one piece without any solder.  The current shape of the torque is due to restoration work undertaken by the British Museum, April - November 1973. Due to the torque's flexibility it is unknown what the original shape may have been but some including Northover, believe that the current shape is incorrect. ",,Incomplete,,Restoration work undertaken in 1973 by the British Museum. ,Approximately 3ft below the surface.,141.2cm (length)  1.5cm (diameter cross section)  746g (weight) ,1889-01-01,,,,,,,,Other,Hand made,Gold,Metric,Millimetres/grams,Torc,Certain,,,,,0400755,,Building work,,,GEOMETRYCOLLECTION (POINT (-2.115044 49.187997)),,,,Purchased by SJ,
ad9659fa-42ff-11ec-8701-0275d4869ef4,Field Number,St. Saviour,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,"Société Jersiaise Finds Record Entry SJFR317 (2019) reads:  An undecorated copper alloy writing stylus. Probably of early to middle Medieval period dating from AD 600 - 1200. It has a light green patina but it has been cleaned back to bare metal on several faces. Undecorated styli are not easy to date, but the flat triangular eraser is commoner on early-medieval styli; it may alternatively be Roman. The shaft is circular in cross-section, fatter in the middle to make it easier to handle, with the end flattened and flared into a triangular shape to form an eraser. For similar example see: https://finds.org.uk/database/artefacts/record/id/768374",,Incomplete,,,,"Dimensions: Length 38mm, thickness 5mm,blade width 15mm, Weight: 10.48gm",2019-04-24,,,,,,,/files/uploadedfiles/0700393_-_wax_tablet_engraver.JPG,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Stylus,Certain,St. Saviour,,St. Saviour,,0700393,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Saviour’; accurate location protected and marked as Jersey Archive.,,,,
a154a760-38c2-11ec-8701-0275d4869ef4,,Trinity,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"A late medieval to post-medieval spherical hand-made granite cannon ball. The ball is 67.9mm in diameter and 436.3g in weight. By size, it could possibly be for a Saker or Minion used around 1640-1650, but other non-standard cannons can’t be ruled out.",,Complete,,,Surface,"Weight: 436.3g, Diameter: 67.9mm",2008-01-01,,,,,,,/files/uploadedfiles/1200342_-_cannon_ball.jpg,Cultivated land,Hand made,Stone,Metric,Millimetres/grams,Shot,Certain,,,Trinity,,1200342,,Other chance find,,,,,,,,
6b982e56-42fb-11ec-8701-0275d4869ef4,Field Number,St. John,Parish,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,"Société Jersiaise Finds Record Entry SJFR162 (2018) reads: Part of a round-section bar ingot with a sharply tapered terminal of conical form.  Characteristic parallel facets on parallel and tapered sides from hammering or shaving during manufacture.  Cut end has slightly concave facet from a single cut with a chisel, penetrating 10mm into ingot.  Slight evidence for an earlier, shallower cut of c.2.6mm on left shoulder.  Remaining 4.5mm of metal at base of cut appears to have broken off, with a slightly undulating face.  Colour is dull brown, with occasional polished corners revealing a bronzy metal of dull golden-brown appearance. Several other bar ingots of round section have been found in Jersey, notably on sites which have produced Late Iron Age material.  As none have been found in-situ, their date cannot at present be confirmed, but circumstantial evidence is good for a date in the 2nd-1st centuries BC, possibly continuing into the 1st century AD.  They have always been found broken, chiselled or sawn into lengths.  Their composition varies, but is usually some form of copper alloy, although silver and gold alloy examples are also known.  The possibility that they formed some form of currency cannot be ruled out.",,Fragment,,,,"Dimensions: 44mm long x 14.5mm diameter, with conical terminal 10.5mm long. Weight: 49.74g",2018-04-25,,,,,,,,Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Ingot,Possibly,St. John,,St. John,,0500282,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. John’; accurate location protected and marked as Jersey Archive.,,,,
791c21b0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,Pointed leaf shaped stone fragment - possibly a spearhead.  Dimensions:  Length: 7.20 cm   Width: 5.05 cm  Thickness: 1.60 cm  Brought in by Stanley Guiton.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Implement,,,,,,0200175,,,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.046037 49.175815)),,,,,
229d7f40-1e98-0138-8d75-740f24312a1c,,St. Saviour,Parish,,,,,,,,,2.68cm x 2.22cm x 0.90cm,,,,,,,,,,,Stone,Metric,Millimetres/grams,Flake,,,,,,1100359,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Saviour’; location protected and marked as Jersey Archive.,,,,
727b4790-3341-11ec-8701-0275d4869ef4,Field Number,Grouville,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR67 (2017) reads: Flat, oval shaped Bronze Age knife or razor, dark green in colour (Late Bronze Age c.1150BC - c.800BC). One end is slightly narrower than the other. The edges have all been beaten off by long exposure to ploughing - these all have the pale green dusty signs of porous corrosion (bronze disease), while several scuff marks are visible on the surface. The condition is fair. A similar Jersey example has been found at SJFR7. See also English examples at: https://finds.org.uk/database/artefacts/record/id/175981 https://finds.org.uk/database/artefacts/record/id/392924",,Incomplete,,,,"Dimensions:	65mm x 27mm x 8mm, Weight:	50.64g",2017-06-19,,,,,,,/files/uploadedfiles/0300393_-_bronze_age_razor.JPG,Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Razor,Certain,Grouville,,Grouville,,0300393,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Grouville’; accurate location protected and marked as Jersey Archive.,,,Donated to SJ,
4a06e180-194c-0138-c58e-740f24312a1c,Field Number,Grouville,Parish,,,Coriosolite billon stater - Rybot Class II ,,,,,,,1992-08-01,,,,,,,,,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Coin,,,,,,0300336,,Metal detector,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.049259 49.197058)),,,,Returned to Finder,
aa7cabe8-072c-11ec-8701-0275d4869ef4,Intertidal,St. Helier,Parish,Post Medieval 1540-1901 CE,Modern 1901 CE-,"A cast lead-alloy probable trading-weight. This weight weighs approximately half an ounce (15.23g), which suggests it was created post-1824, when the Imperial measurement system was introduced by the British Weights and Measurements act 1824.   The weight is undecorated and covered in brown and white patina. ",,Complete,Untreated,,c.20cm,"Diameter: 22.5mm, Weight: 15.23g.",2021-02-08,,,,,,,/files/uploadedfiles/temp.2021.f10_-_weight.jpg,Intertidal,Cast,Lead alloy,Metric,Millimetres/grams,Weight,Certain,Havre des Pas beach,,Havre des Pas beach,,0401487,,Metal detector,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.100218 49.1771191)),,,,,
0d11bb00-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Round edged oblong axe with bevelled end (No. 231) SG 2.78 Dimensions:  Length: 9.90 cm  Width: 4.80 cm Thickness: 2.75 cm,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0300367,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Grouville’; location protected and marked as Jersey Archive.,,,,
b1769a84-1155-11ec-8701-0275d4869ef4,Offshore Islet,St. Helier,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"An incomplete lead-alloy possible scabbard chape of unknown date.  The object is heavily abraded and flattened, but appears to have once been a single hollow piece. The object is sub-triangular in plan with a straight section. The open end Is broken and flattened. The surface is pitted, light grey in colour with a brownish patina. It is suggested that this item is post-medieval in date.",,Incomplete,Untreated,,Surface,"Length:  31.4mm, Width: 23.1mm, Thickness: 5.30mm, Weight: 14.5g.",2021-05-30,,,,,,,/files/uploadedfiles/0401501_-_Scabbard_chape.jpg,Listed site,Cast,Lead alloy,Metric,Millimetres/grams,Chape,Possibly,Elizabeth Castle,,Elizabeth Castle,,0401501,,Other chance find,,Accurate to 1 metre,GEOMETRYCOLLECTION (POINT (-2.124731 49.176454)),,,,,
c43c95a0-38b6-11ec-8701-0275d4869ef4,,St. John,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR313 (2017) reads:  A fragment of a cast copper-alloy axehead, probably a socketed type, dating to the later Bronze Age (c. 1000 -750 BC). The breaks on the body are old and worn. The exterior surfaces of the axehead fragment have a mid to dark green patina with patches of brown deposition residue.",,Fragment,,,,"Length 47mm, width 14mm, 13.28gms",2019-03-27,,,,,,,/files/uploadedfiles/0500280_-_axe.JPG,Cultivated,Cast,Copper alloy,Metric,Millimetres/grams,Axe,Probable,St. John,,St. John,,0500280,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. John’; accurate location protected and marked as Jersey Archive.,,,Returned to Finder,
30a8cd5e-2bf1-11eb-8701-0275d4869ef4,,St. Brelade,Parish,Mesolithic 10000-4001 BCE,Neolithic 4000-2601 BCE,"A quartzite bevelended stone tool. It has some iron staining in places and a small amount missing from one corner.   Bevel-ended stone tools are common finds from the prehistoric period. These elongated stone artefacts are a common feature of the Middle Mesolithic of northern France and the Channel Islands (Ghesquière et al. 2000). They are often associated with Mesolithic coastal midden sites and also Neolithic and Bronze Age flint-knapping activities.  They are sometimes referred to as ‘limpet hammers’ as in more recent times people have also used tools like these for extracting limpets from rocks.  These tools are usually long beach pebbles of local stone which show use/wear on one or both ends. Some have ends that have been rubbed smooth through abrasion, whilst others appear to have been used for percussion, probably as hammer stones (Conneller 2016).  Through experimental archaeology and use-wear analysis, suggested uses for these tools are varied, and include, flint and stone knapping, hide-working, the crushing and grinding of foodstuffs and limpet collection and processing. There may be some overlap in function with bevel-ended tools made of bone and antler.  When found out of context as in this case, it is hard to assign an exact date or use. ",,Complete,Untreated,,Surface,68mm x 37mm x 15mm  64.9g,2020-06-01,,,,,,,/files/uploadedfiles/0100471.jpg,Coastland,Struck or hammered,Stone,Metric,Millimetres/grams,Lithic implement,Certain,,,,,0100471,,Other chance find,,,GEOMETRYCOLLECTION (POINT (-2.0977 49.182973)),Findspot known as ‘St Brelade’; location protected and marked as Jersey Archive.,,,Returned to Finder,
a95a4110-1e9a-0138-8d78-740f24312a1c,,Trinity,Parish,,,Round edged rectangular axe with bevelled end made of Dolerite Type A.  Measurements:  Length: 7.20 cm  Width: 3.45 cm  Thickness: 2.40 cm.,,,,,,,,,,,,,,,,,,Metric,Millimetres/grams,Axe,,,,,,1200292,,,,Accurate to 10km,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘Trinity’; location protected and marked as Jersey Archive.,,,,
244dba36-3197-11ec-8701-0275d4869ef4,Field Number,Trinity,Parish,Bronze Age 2600-701 BCE,Iron Age 700-51 BCE,"Société Jersiaise Finds Record Entry SJFR3 (2017) reads: Small piece of copper alloy smelt, dark green patina.",,Fragment,,,,"15mm x 12mm, 6.63g",2017-06-02,,,,,,,/files/uploadedfiles/1200328_-_Copper_alloy_smelt.JPG,,Cast,Copper alloy,Metric,Millimetres/grams,Casting waste,Probable,Trinity,,Trinity,,1200328,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘Trinity’; accurate location protected and marked as Jersey Archive.,,,,
229d9f90-1e98-0138-8d75-740f24312a1c,,St. Saviour,Parish,,,Half of a rectangular polished chert axe with bevelled end. ,,,,,,8.70cm x 6.00cm x 3.25cm,,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,1100364,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Saviour’; location protected and marked as Jersey Archive.,,,,
791c19c0-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,One mineralised molar.  Dimensions:  Length: 4.10 cm  Width: 2.15 cm  Thickness: 1.45 cm  Brought in by Mourant. ,,,,,,,,,,,,,,,,,Animal skeletal material,Metric,Millimetres/grams,Animal bone,,,,,,0200174,,,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.079933 49.167501)),,,,,
fdcd9a96-fc0f-11eb-8701-0275d4869ef4,Postal Address,Grouville,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete stamped sheet copper-alloy clog or shoe clasp of late post-Medieval or Modern date (c. AD 1790-1930).  The main body of the clasp is sub-rectangular in plan and has parallel sides. At one end there is projecting tab that is rectangular in plan and flat in cross-section which is curled over 180 degrees to form a hook. The opposite narrow terminal has a similar tab although at its end it becomes wider and spreads into a two lobed fan. This then folds into a second hook.  The front clasp is decorated in a stamped image of a stylised eagle facing to the right, with a striped shield in its centre. The eagle holds four arrows in its left claw and a herb, possibly wheat, in the right. A row of 11 stars are above the eagles head. There appears to have possibly been more stars above this row, but wear makes it difficult to say for certain. Similar examples to this crest can be seen on US President George Washington inaugural buttons, where it is named ""Eagle with Glory"", dating the clasp 1789-1793 (Cobb,  2005).   Weight: 3.4g Length: 29.24mm Width: at widest end 18.82mm width at top Width: 15.98mm Thickness: 1mm ",,Complete,Untreated,,,Weight: 3.4g Length: 29.24mm Width: at widest end 18.82mm width at top Width: 15.98mm  Thickness: 1mm ,,,,,,,,/files/uploadedfiles/0200216_-_buckle_i8D0aEH.jpg,,Cast,Copper alloy,Metric,Millimetres/grams,Clasp,Probable,La Rocque,,La Rocque,,0200216,,Metal detector,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.031508 49.165564)),Found in a field in the La Rocque area.,,,Returned to Finder,Stamped
8d7b7860-1e96-0138-8d72-740f24312a1c,,St. Peter,Parish,,,Flint flake Dimensions:  Length: 3.00cm  Width: 1.50cm Thickness: 1.10cm,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Flake,,,,,,1000305,,,,,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Peter’; location protected and marked as Jersey Archive.,,,,
cc0b6bc0-326d-11ec-8701-0275d4869ef4,,St. Brelade,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"Société Jersiaise Finds Record Entry SJFR38 (2017) reads: A small piece of bronze age blade fragment, with a dark brown patina and light green on the fractured surfaces. There is some surface erosion and the overall condition is poor. See similar examples at: https://finds.org.uk/database/artefacts/record/id/840747 SJFR18, SJFR40",,Fragment,,,,"25.5mm x 16mm x 3mm, 6.57g",2017-06-08,,,,,,,/files/uploadedfiles/0100497_-_Bronze_blade_fragment.JPG,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Blade,Certain,,,St. Brelade,,0100497,,Metal detector,,,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Brelade’; accurate location protected and marked as Jersey Archive.,,,,
845fc182-17cd-11ec-8701-0275d4869ef4,Field Number,St. Mary,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"Incomplete medieval silver book mount of Howsam type B.4. This object has been bent but would otherwise be flat, and is a squared and undecorated plate. The object is pointed to a right-angle in one corner before leading to two acute notched angles, then becoming rounded and ending on a triangular tag at the opposite corner.  There is one attachment hole beneath the tag opposite to the right-angled corner. Another possible use may be a mount for a leather strap. It is suggested that it is medieval to post medieval in date. 		 Some similar examples from the British Museum Portable Antiquity Scheme include  NMS-41B19A and NMS-D23852. 		 Weight: 3.5g, Length: 27.46mm, Width: 26.35mm, Thickness: 0.79mm  Class: mount Sub class: Howsam type B.4",,Incomplete,Untreated,,15cm,"Length: 27.46mm, Width: 26.35mm, Thickness: 0.79mm, Weight: 3.5g,",2021-07-11,,,,,,,/files/uploadedfiles/temp.2021.f19_-_silver.jpg,Cultivated land,Hand made,Silver,Metric,Millimetres/grams,Book mount,Certain,St. Mary,,,,0800228,,Metal detector,,Accurate to 10 metres,GEOMETRYCOLLECTION (POINT (-2.097996 49.182965)),Findspot known as ‘St. Mary’; location protected and marked as Jersey Archive.,,,Donated to JHT,
33c194e0-193b-0138-c588-740f24312a1c,,St. Helier,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,A post-medieval pottery sherd discovered in Midvale Road. ,,,,,,Length: 4.0cm  Width: 2.9cm  Thickness: 0.5cm ,,,,,,,,,,,Ceramic,Metric,Millimetres/grams,Sherd,,,,,,0400839,,,,Accurate to 1km,GEOMETRYCOLLECTION (POINT (-2.104831 49.191899)),,,,,
791bfb60-19c2-0138-c5a6-740f24312a1c,,St. Clement,Parish,,,Blade end fragment found in 1858 made of porphyritic ophitic dolerite.  Dimensions:  Length: 6.75 cm  Width: 5.25 cm  Thickness 2.50 cm  Brought in by Mlle. Richard.  Discovered at Samares Wood. ,,,,,,,1858-01-01,,,,,,,,,,Stone,Metric,Millimetres/grams,Axe,,,,,,0200167,,,,Accurate to 100 metres,GEOMETRYCOLLECTION (POINT (-2.073897 49.173675)),,,,,
338d721c-2bf2-11eb-8701-0275d4869ef4,,St. Brelade,Parish,Early Medieval 450-933 CE,Early Medieval 450-933 CE,"Two small pottery sherds of cream colour. One of the sherds has a banded decoration. They may date to the Early Medieval period.  Sherd 1: 31mm x 28mm x 5mm, 6.0g  Sherd 2 (banded): 42mm x 22mm x 6mm, 5.7g",,Fragment,Untreated,,Surface,"Sherd 1: 31mm x 28mm x 5mm, 6.0g Sherd 2 (banded): 42mm x 22mm x 6mm, 5.7g",2020-06-01,,,,,,,"/files/uploadedfiles/0100473a.jpg,/files/uploadedfiles/0100473b.jpg",Coastland,Wheel made,Ceramic,Metric,Millimetres/grams,Sherd,Probable,,,,,0100473,,Other chance find,,,GEOMETRYCOLLECTION (POINT (-2.0977 49.182973)),Findspot known as ‘St Brelade’; location protected and marked as Jersey Archive.,,,Returned to Finder,
898bb480-1e6a-0138-8d58-740f24312a1c,,St. Clement,Parish,,,Worked flint with glacial striation from lower boulder clay.  Dimensions:  Length: 8.40 cm  Width: 5.45 cm  Thickness: 3.45 cm.,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Flint implement,,,,,,0200171,,,,Accurate to 10km,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),Findspot known as ‘St Clement’; location protected and marked as Jersey Archive.,,,,
