ResourceID,Primary Reference Number,Name,Name Type,Artefact Description,Dimensions,Manufacture Method,Material,Adminstrative Subdivision Type,Archaeological Period From,Archaeological Period To,Discovery Date,Land Use,Recovery Method,Completeness,Subsequent Action
21309a54-93de-4db5-ab68-16d0d4c291ea,0700408,Clay pipe (smoking),Certain,"A Post-Medieval fragment of clay pipe stem of post-1700 date. 51.23mm of the stem survives, the bore 2.38mm in diameter.  One side of the stem bears the word ""SOUTHAMPTON"" in stamped relief. The other side bears a raised relief stamp, though abrasion has rendered this unreadable.  Bore holes of c.2.4-3mm in diameter became popular by 1700.","Length: 51.23mm, diameter:  7.61mm, Hole inner diameter: 2.38mm, 2.23mm, Weight: 3.9g.",,Ceramic,St. Martin,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/08/2021,Intertidal,Other chance find,Fragment,Returned to Finder
bfed26c6-54d3-40e4-b29b-4f16b27a586e,0700410,Axehead,Certain,"Cast copper alloy incomplete Armoricain de Couville type socketed axehead of Late Bronze Age date (c.1600–750 BCE) (Briard & Verron, 1976, vol. III, p.59). The axe head is almost complete, suffering only slight damage at the mouth of the socket. The axe head bears a single loop, and clear casting flash on two opposite sides. The object bears a double moulded collar, and is rectangular in cross section. The body of the axe gently flares to a rounded, unsharpened cutting edge.These axes are commonly found in Brittany, Normandy, Jersey, and are also found in Britain. They are often considered to be 'miniature' copies of larger Armorican axeheads, and span from Late Bronze Age to Early Iron Age in date.the object bears a mid green and brown patina.References:Briard, J. & Verron, G. (1976) Typologies des Objets de L'age du Bronze en France, Fascicule III: Haches (2). Paris.","Length: 79.31mm, Width (at cutting edge): 24.61mm. Mouth: 22.74x18.54mm, Weight: 75.9g.",Cast,Copper alloy,St. Martin,Bronze Age 2600-701 BCE,Iron Age 700-51 BCE,01/01/2015,Cultivated land,Metal detector,Incomplete,Returned to Finder
3ca25247-bcf8-4787-91f9-0b990be38153,0700411,Spearhead,Certain,"Cast copper alloy socketed spearhead fragment of the Late Bronze Age (c.1600–750 BCE)..The fragment is the end portion and tip of the spearhead, though the  tip has been abraded and rounded. An irregular horizontal break exists at its bottom, with the corners of the break rounded and abraded, curving upwards to reveal the oval remains of a socket, leaving the fragment almost heart-shaped in plan. The socket appears to have surviving wood fibres inside it.The spearhead is lozenge shaped in cross section, with abraded edges.the object bears a mid to light green patina with brown patches.","Length: 44.74mm, Width (at break): 22.91mm, Thickness (at break): 8.45mm, Socket: 8.16mm x 5.44mm. Weight: 20.3g",Cast,Copper alloy,St. Martin,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,01/01/2015,Cultivated land,Metal detector,Fragment,Returned to Finder
1a847975-82ea-46a6-aff0-5e8ef57b31b6,0700412,Coin,Certain,"A complete silver stater of the Armorican Coriosolites (Coriosolitae) Series Z, Class II, Group O, c.1st century BCE (Hooker 2002, p.56).John Hooker (2002, p.54) states: ""The coins of Series Z were the last to go into production. Their distribution was different from both Series X and Y and is difficult to pinpoint, although the mint site was probably on or near the West Coast of Normandy, technically in the territory of the Unelli."" Obverse:  Very clear and deeply struck head facing right.Reverse:  Well worn horse/pony facing right. Each of the forelegs terminates in a bead at the top. A representation of a boar is below the horse.The coin bears a small amount of abrasion to the edges, with two noticeable chips.References: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress. (p.49).","Length: 21.96mm, Width: 19.17mm, Thickness: 3.59mm, Weight: 5.7g.",Struck or hammered,Silver,St. Martin,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,2016,Cultivated land,Unknown,Incomplete,
10d92f32-df46-4991-9e2d-cda5ca2239f2,0700413,Tile,Certain,"Later medieval decorated encaustic floor tile fragment of the Medieval period (c. 1250-1350AD).Mid-orangey-red floor tile with of roughly diamond shape with florate glazed whitish-yellow decoration. Similar examples highlighted in Waterhouse & Le Quesne (2017, p. 156-7) show this to have been a  repeating pattern  meant to fit with other tiles to complete a radial motif. This tile fragment was discovered in a landslip on the North-Eastern side of the castle ""about 25 years ago"" (c. 1992).Tiles of this type appear in English and French churches, halls and castles between c.1250-1350 (Waterhouse & Le Quesne 2017, p.158).  Waterhouse & Le Quesne (2014, p.158) highlights an extremely similar example from Tintern Abbey, Monmouthshire of c.1272-1300 AD, in the National Museums & Galleries of Wales collections (item ref: 32.376/8).References:Waterhouse, R. & Le Quesne, R. (2017). Archaeological Finds in Jersey, 2015 & 2016. Societe Jersiase Annual Bulletin 2017. 32-1. 154-161.","Length: 140mm, Width: 70mm, Thickness: 26.22mm, Weight: 203.3g",,Ceramic,St. Martin,Medieval 934-1539 CE,Medieval 934-1539 CE,01/01/1992,Coastland,Other chance find,Fragment,Donated to SJ
ad206583-229c-42c5-a4f0-246d845ddb89,0700414,Finger ring,Certain,"A complete copper alloy finger ring of Late Medieval to Post-Medieval date (AD 1500-1700). The band is D shaped in section with a convex external face and flat internal face. It has been made by bending a strip of metal and soldering the ends to form a ring and butt joint. The join is clearly visible. The decoration consists of a series of grooved foliate motifs. The motifs are all identical, suggesting the decoration was stamped rather than cast onto the ring.","Diameter: 20.06mm, Weight: 2.2g.",Cast,Copper alloy,St. Martin,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,04/07/2022,Cultivated land,Metal detector,Complete,Returned to Finder
886765ca-79f0-4443-abc9-0f2a8f9c9ae2,0700415,Jews harp,Certain,"An incomplete copper alloy jew's harp (or jaw harp), of the Late Medieval to Post Medieval period, dating from c. AD 1400 to c. AD 1700.In plan, the object consists of a sub circular head, and two tapering arms, both with a slight lozenge or plano-convex cross section. Both arms are incomplete. The rabbet (triangular notch) is located at the apex of the head. The iron tongue is missing, though orange rust remains around the rabbet. The harp is irregular and cruder than previous examples recorded in Jersey (0600321, 1100393), possibly implying a relatively early date.Jew's (or jaw) harps have a long history of being folk instruments, with a wide geographical distributions. They are believed to be indigenous to South East Asia, and had been introduced to Europe by the Crusades (11th to 14th Centuries AD). The form of the European Jews harp, is made from metal, commonly iron in modern examples.Four iron jews harps were recovered from excavations in London's waterfront, and have been dated from c.1270 to c.1400 (Egan, 1998, 284-5). Over 150 examples have been recorded on the PAS database, most with a circular head as opposed to a flattened or oval head and the majority of them have been attributed to the Post Medieval period. This example is probably Late Medieval to Post Medieval in dating (1400 - 1700 AD).Reference:Egan, G. (1998), ""The Medieval Household Daily Living c. 1150 - c. 1450"". Medieval Finds from Excavations in London: 6. 284. London: The Stationery Office.","Length: 53.56mm, Width: 23.98mm, Thickness: 5.73mm, Weight: 13.7g",Cast,Copper alloy,St. Martin,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,10/05/2022,Intertidal,Metal detector,Incomplete,
0ac73301-e7e9-4d84-b788-5cea7a55610e,0700416,Casting waste,Certain,A lump of copper alloy casting waste of uncertain date.,,,Copper alloy,St. Martin,Bronze Age 2600-701 BCE,Post Medieval 1540-1901 CE,post-2015,Cultivated land,Metal detector,Fragment,
36e04399-c31f-4a39-bcc4-473b50de8ed7,0700417,Flint implement,Certain,"A complete Levallois point of the Middle to Upper Paleolithic Period (40-50,000 years ago). The implement is pointed in form, and asymmetrical in plan. One side flares out from the point to a rounded retouched edge. The other side curves inward before curving our again toward the middle. Each side curves in from the middle to a rounded butt. The ventral surface is smooth and unworked, with a large bulb of percussion below the large striking platform. The edge has been retouched around the entire implement. A circular fossilised inclusion sits near the centre of the object, larger on the dorsal side and smaller on the ventral side. The implement is roughly D-shaped in section, save for the large bulb of percussion.  The flint is a cream colour with orange and brown patches.","Length: 135.67mm, Width: 107.13mm, Thickness (at bulb) 28.83mm, Weight: 301.4g.",Knapped/flaked,Flint,St. Martin,Palaeolithic 500000-10001 BCE,Palaeolithic 500000-10001 BCE,01/09/1973,Intertidal,Other chance find,Complete,
bb9e9905-b76c-4368-8a10-7ffafcfac657,0800215,Buckle,Certain,"Complete cast copper-alloy sub-rectangular two-piece shoe buckle with drilled frames for separate spindles, c.1690-1720 (Whitehead 2016, pp.96-103). The buckle is slightly concavo-convex with rounded bevelled edges. The buckle is complete and intact, bearing a Whitehead type III ""anchor"" chape, a solid cast, heart-shaped chape with two curved extensions on the the end, and a triangular pin.References:Whitehead, R. (2016) ""Buckles 1250-1800"", Witham:Greenlight publishing, pp. 96-101.","31.39mm, Width: 20.69mm, 4.40mm, Weight: 7.5g.",Cast,Copper alloy,St. Mary,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
96b226fa-259b-44cf-8895-114847cbefb5,0800233,Coin,Certain,An incomplete clipped silver 1 Real of Fernando and Isabella of Spain (1479-1566).Obverse: Coat of arms in beaded circle. Legend around. Minted by Charles V and Philip II.Lettering: FERNANDVS·ET·ELISABETTranslation: Fernando and IsabelReverse:Arrows and yoke in beaded circle. Legend around.Lettering: REX·ET·REGINA·CAST·LEGIONTranslation: King and Queen Castilla and León.,"Diameter: 25.06mm, Weight: 2.9g, ",Struck or hammered,Silver,St. Mary,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,,Cultivated land,Metal detector,Incomplete,
8287707c-149a-4eb9-bca1-80e655c65b71,0800234,Coin,Certain,"An incomplete Portuguese 400 reis gold coin of Joan V dated 1726 stuck and folded to a complete silver Portuguese 50 reis coin of Luis I.The gold coin has been partially damaged or clipped, and is folded almost double around an edge of the silver coin. The obverse of the coin bears a Cross of Jerusalem with four resettes in fields, date in legend above. Legend: IN . HOC . SIGNO . VINCES . *1726*.The reverse of the coin bears the inscription ""JOAN V"" below a crown within wreath. The value of ""400"" sits at the bottom of the face.The silver coin is mostly undamaged, only bent slightly at the edge where it is attached to the gold coin. The obverse of the coin bears a crown above the date. Legend: LUDOVICUS · I · PORT: ET · ALG: REXThe coins are stuck together, either welded or as a result of corrosion within the ground. If welded, the coins may have represented some commemorative token. ","Length: 25.6mm, Width: 15.17mm, Weight: 1.8g. ",Struck or hammered,Gold,St. Mary,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the last eight years,Cultivated land,Metal detector,Incomplete,
b5c4d4b4-cc7f-4ffd-a5a3-4e961a445580,0800235,Figurine,Certain,"An incomplete and heavily worn cast lead statuette or figurine of Cupid in flight of probable Post-Medieval date (c.18-20th century) or possibly much earlier Gallo Roman date (c.AD 51-451).The figurine is missing the head and is formed naturalistically. The arms are incomplete, being broken before the elbows. The right arm is forward and upheld with the left arm backwards and pointing downwards. Each leg is missing before the knee, the left slightly lower than the right and standing further forward. The front of the torso bears the heavily abraded remains of a prominent draped garment which appears to meet at the abdomen. The garment is presented as two raised lines split by a groove that curve to the rear of the torso. Heavy abrasion and pitting makes further analysis difficult. The rear of the figurine has a broken area where wings were probably once attached. The object is covered with an intermittent white and brown patina.Three identical Cupid figurines cast of the same mould with surviving heads have been reported on the Portable Antiquity Scheme in Canterbury, Kent (KENT-BB54D0, KENT-223C9B, KENT-206D14). Dr. Emma Durham (2012) states that: ""Although a number of figurines are very similar, suggesting that they may have been made in the same workshop, there is almost no evidence for the reuse of moulds to produce figurines..."". Further, only 3.6% of Roman statuettes are cast in lead, with the vast majority (94.7%) cast in copper alloy (Duhram, 2012). Whilst the find matches a ""Cupid in Flight"" typing seen in Roman examples, only 1 of 32 Cupid figurines is depicted in a tunic, whilst all others are nude (Duhram 2012). These facts imply that the statuette is neo-classical in style and date, matching ornamental figurines produced in the 19th-20th century.References:Durham, E. 2012 Depicting the gods: metal figurines in Roman Britain, Internet Archaeology 31.","Length: 60.71mm, Width: 33.3mm, Thickness: 18.64mm, Weight: 69.1g.",Cast,Lead,St. Mary,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,25/11/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
5ab82b8b-faff-4064-8e7d-a5c60cf4f4ea,0800236,Stud,Certain,"Post-Medieval cast copper-alloy sub-circular openwork quatrefoil stud. The face of the stud bears cast decoration resembling a six-petalled flower, surrounded by four openings that cause the face to resemble a cross. A sub-circular frame surrounds the design,  ending in two bifid knops at opposite ends and tow singular knops at right angles. The rear of the object is flat and has an intact pin, gently curving to 90 degrees from the surface, sub-rectangular in section. ","Length: 19.95mm, Width: 16.88mm, Thickness with pin: 9.11mm, Thickness without: 2.65mm ",Cast,Silver,St. Mary,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2014,Cultivated land,Metal detector,Complete,Returned to Finder
3ddf2834-6163-4072-9f3c-e29e8d00d356,0800237,Pin,Certain,"The top half of a post-medieval silver gilt hollow-cast spherical head for a pin, possibly a hat or dress pin which dates to circa 16th century AD. This hemisphere has four large circles of twisted wire filigree. Each large circle contains four medium twisted filigree circles (not all complete) surrounding a knop, one of which is missing. Between each large circle are smaller twisted filigree circles surrounding a knop, two of which are missing. In the centre of the top hemisphere are four small twisted filigree circles surrounding a knop. Similar to: Jersey HER: 1100267, 0900406PAS Unique ID: LVPL-2B1698","Length: 15.03mm, 10.81mm, Thickness: 7.41mm, 1.1g",Cast,Silver,St. Mary,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/01/2022,Cultivated land,Metal detector,Fragment,
4bd7b222-266e-48ad-85f8-d18abed2b1ae,0800238,Axehead,Certain,"Neolithic axehead made of polished volcanic andestite. The axehead flares from its butt with symmetrical curved sides, to a rounded edge. The axehead is hardly worn, save for an l shaped scar that runs vertically on one side and some minor abrasion on the butt. The edge of the axe is undamaged and appears unused. The axehead is oval in section.The unused condition of the axe implies that it may have been a votive type, or a status symbol. This axehead was previously published in the Societe Jersiaise Annual Bulletin (2014, p. 260). Dr Ralph Nichols comments that the axehead is probably volcanic andestite, possibly from the known axe-factory at Plussulien, France. References:Waterhouse, R. (2014). Archaeological Finds in Jersey, 2011-2014. Societe Jersiase Annual Bulletin 2014. 31-2. 258-71.","Length: 54mm, Width: 31mm, ",Ground/polished,Stone		,St. Mary,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,01/01/1999,Cultivated land,Building work,Complete,Donated to SJ
85337a1c-f9c1-48c7-ba6b-349b2a656a81,0900125,Unidentified object,Possibly,"Cast copper alloy possible tool or nail.The object is broadly rectangular in plan, though one side gently tapers to meet the opposite flat side, creating a plano-convex terminal. The opposite terminal is broken, with the rest of the object missing. The break is flat. The object is square in section. The edges of the object are well defined and relatively unabraded.This object is difficult to identify or date without associated finds. The object bears some resemblance to an incomplete late Bronze Age tanged chisel, though its relatively light patina and lack of concave section above a cutting edge may imply otherwise. The object may be also broken Post-Medieval to Modern ship's nail or the tine of a Post-Medieval to Modern agricultural tool.","Length: 92.16mm, Width at broken end: 13.15mm, Thickness at broken end: 12.66mm, Weight: 86.8g",Cast,Copper alloy,St. Ouen,Unknown,Unknown,09/04/2022,Cultivated land,Metal detector,Incomplete,
55cc18c9-bf8f-4ba1-b166-cf70dda34ee3,0900126,Coin,Certain,"Worn copper alloy provincial coin, probably of Hadrian (AD 117 - AD 138) , probably minted in Egypt.Obverse: Probable laureate bust of Hadrian facing right, drapery on left shoulder. Inscription illegible.Reverse: Bull facing right. Illegible inscription above.Coin difficult to identify based on wear, but probably related to RPC III, 5675.Reece Period: 6. Length: 20.1, Width: 19.25, Weight: 4.4g.","Length: 20.1mm, Width: 19.25mm, Weight: 4.4g.",Struck or hammered,Copper alloy,St. Ouen,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,01/03/2022,Cultivated land,Metal detector,Complete,
96794c8c-93f8-47f6-b6e3-7e89cfae9f30,0900127,Coin,Certain,"A complete milled copper alloy 1 Sol of Louis XVI of France (1774-1792), dated 1791. Both sides of the coin are extremely worn.Obverse: Bust of Louis XVI left. Mint mark missing.Obverse inscription: [LU]DOV . XVI . D . GRATIA. Reverse: Crowned shield, divided date above.Reverse inscription: [FRANCIÆ ET NAVA]RRÆ . REX 1791.Die axis measurement: 6 o'clock.Diameter: 29mm, Weight: 11.4g.","Diameter: 29mm, Weight: 11.4g.",Milled,Copper alloy,St. Ouen,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,01/03/2022,Cultivated land,Metal detector,Complete,
dba26b0f-adfe-4b7a-b207-eb920b19d838,0900239,Brooch,Probable,"An incomplete cast copper alloy annular brooch frame of  Medieval date, c.1200-1450AD.	Annular brooch with oval, bevelled cross-section frame with cast recess for pin. The object is undecorated, and bears a dark patina with green patches. The outer edge of the objects flattens slightly, and possible diagonal file marks can be seen on the surface. A parallel example is published in Egan & Pritchard (2002), pp.248-249, no.1307. 	The plain annular brooches and plain circular-frame buckles are distinguished on the basis that brooches bear a recessed bar to stop pin movement, whilst buckles do not. However, it is noted that this distinction is imperfect and there is some crossover between these objects as multipurpose fasteners (Whitehead 2016, p.16; Egan & Pritchard 2002, p.248).References:Egan & Pritchard (2002), ""Dress Accessories, c.1150-c.1450 (Medieval Finds from Excavations in London)"", Woodbridge: The Boydell Press.Whitehead, R. (2016) ""Buckles 1250-1800"", Witham: Greenlight publishing.","Diameter: 31.00mm, frame thickness8.2g",Cast,Copper alloy,St. Ouen,Medieval 934-1539 CE,Medieval 934-1539 CE,01/04/2022,Cultivated land,Metal detector,Incomplete,
e9d3143e-f8cd-46e9-8936-049d02538803,0900353,Annular brooch,Certain,"A complete cast copper-alloy annular brooch with black coating of Medieval date, c.12-14th centuries.Annular brooch with hexagonal frame, trapezoidal to D-shaped in cross section. The pin of the object still survives. The face of the brooch is uneven, varying from flat to convex, with a strong bevel on its inner side and a slight bevel on its outer edge. The object is decorated on three sides of its face with hand-stamped decoration, consisting of lines of five uneven and rough lozenge-shapes with concave sides (resembling a four-pointed star). These three decorated sides are each opposite undecorated sides. One side of the frame bears a clear cast recess to hold the pin, which is still in place. The copper-alloy pin is cast and bent around the pin-recess, and is curved in a bow-like fashion, possibly as a result of stress from use. The rear of the object is flat, with transverse tool marks clearly surviving from its manufacture. It is slightly pitted with corrosion and wear. The entire frame of the buckle is covered in a black coating or forced surface patina - a common way of finishing copper alloy or silver objects in the medieval period. This brooch can be confidently dated to the 12th-14th century based on form, with its flat rear and bevelled edges, along with its decorated surface and 'wonky' form. The 13th century seems to have been the high point for medieval annular brooches. A range of decoration, which is hard to find before the 13th century, exploded across annular brooches, which need not be circular, but encompassed lozengiform and multifoil frames, such as this example (Egan in Griffiths et al. 2007, 138-151). Decorated hexagonal brooches of this form are fairly common to this period, though usually contain extra decoration such as 'bosses' or 'knops' to strengthen and decorate the brooch (Egan & Pritchard 2002, pp. 257-8, no.1346).References:Egan, G. in Griffiths, D., et al. (2007), ""Later medieval non-ferrous metalwork and evidence for metal working AD1010-1100 to 1500-1550"", Oxford: Oxford School of Archaeology.Egan & Pritchard (2002), ""Dress Accessories, c.1150-c.1450 (Medieval Finds from Excavations in London)"", Woodbridge: The Boydell Press.","Frame Length: 27.89mm, Frame Width: 27.6mm, Frame Thickness: 1.6mm, Pin Length: 25.5mm, Pin thickness: c.1.2mm, Weight: 2.5g",Cast,Copper alloy,St. Ouen,Medieval 934-1539 CE,Medieval 934-1539 CE,02/05/2022,Cultivated land,,Complete,
57b02146-983a-4132-a744-57f60ee0c340,0900354,Knife,Probable,"Cast copper alloy Post-Medieval anthropomorphic probable knife of cutlery handle, in the form of a male figure. the handle is hollow and moulded to depict a stylised figure. No knife remains. The figure is standing, and is depicted wearing probable Catholic clerical vestments, holding both hands together below the chest as if in prayer. The figure has long and clear sleeves, and grooved parallel decoration representing cloth folds along the bottom front half of the figure and the entire back length of the figure. The figure wears a flat hat. A small dog stands behind him. It is cast in two parts, fixed around a whittle tang (now lost). It is post medieval in date, and possibly 17th century, a time figurative knife handles or hafts were popular.Similar objects are recorded on the UK PAS identified as probable knife or cutlery handles, such as: Anthropomorphical (figurative) knife handles such as this one typically are of 17th Century AD dating. Some are considered to be Dutch in origin. Several different varieties have been recorded on the PAS database to date. These consist of musicians (NARC-D89036, SUR-742887) a musketeer (DEV-B7C066, BUC-7063B4); Jonah and the Whale (ESS-C12B55, BH-8D8C03; LIN-F16D33) a female figure (HAMP-2AE5A6, LVPL-6EB2D4, SF-1BFBD4, BUC-2CF144), an embracing male and female couple (LON-6348E4, NMS-9031F7, LIN-BE7540, NMS-CCFA72), and praying clerical figures or priests (NMS-6DEA9B, NMS-5AA213).","Length: 69.52mm, Width at shoulders: 20.00mm, Thickness: 14.67mm, Inner diameter at hollow base: 7.91mm, Weight: 40.9g.",Cast,Copper alloy,St. Ouen,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,Within the 2010s.,Cultivated land,Metal detector,Incomplete,
c5308c96-40b6-4396-bb75-401361fc262e,0900357,Spearhead,Certain,"Cast Chalcolithic/Early Bronze Age (c.3500 to 1700 BCE) copper spear or javelin point of 'Palmela Point' type, named after the Chalcolithic site in Portugal from which many have been found.The object bears a long tang or spike that is circular in cross section, which swells suddenly c.20mm along its length before gradually flattening and widening into a pointed-oval end. This tang has been slightly bent to the side. Slight evidence of a midrib survives on the surface of the head, in line with the tang. The head of the object is slightly lozenge shaped in cross section. The object is slightly abraded, but still has clear edges. The object bears an overall mid-green patina, with dark green patches.Objects of this are known from excavated Chalcolithic contexts, and appear fairly commonly on the Iberian peninsula. Similar examples from North-Western France have been recorded, such as an example in Trentemoult published in (Briard 1965, p.58). Further examples are illustrated in Briard & Mohen (1983, p.117).References:Briard, J. (1965). Les Dépôt Bretons et L’Age du Bronze Atlantique: Travaux du Laboratoire d'Anthropologie Préhistorique de la Facultè des Sciences de Rennes.Briard, J. & Mohen, J. (1983) ""Poignards, Hallebardes, Pointes de Lance, Pointed de Fleche, Armement Defensif - Typologies des objets de l'âge du Bronze en France"", Paris.","Dimensions(mm): Length: 69.8, Maximum width: 11.12, Maximum thickness: 3.67, Weight(g): 7.27.",Cast,Copper,St. John,Neolithic 4000-2601 BCE,Bronze Age 2600-701 BCE,16/08/2018,Cultivated land,Metal detector,Complete,
0ac8b4a1-a8aa-43d1-b3ae-c5cd2c6d0ce6,0900400,Blade,Certain,"A fragment of a cast copper alloy sword or rapier blade of Late Bronze Age date (c.1600–750 BCE).A short section of sub-rectangular blade survives with a convex mid-rib on either face, flanked by a pair of vertical grooves. Either side of the mid-rib, the blades thickness gradually tapers towards what would have been a cutting edge. Both cutting edges are worn and incomplete and the breaks are worn and abraded. The fragment is lenticular in cross section.The fragment has a patchy green patina.","Length: 37.04mm, Width: 28.43mm, Thickness: 9.45mm, Weight: 36.2g",Cast,Copper alloy,St. Ouen,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,Post-2015,Cultivated land,Metal detector,Fragment,
f2c67add-ffc1-4c16-8a9a-62616816ec5a,0900427,Coin,Certain,"A complete silver stater of the Armorican Coriosolites (Coriosolitae) Series Y, Class III, Group L or M, c.1st century BCE (Hooker 2002, p.49). The coin is well worn, particularly on the obverse.		Obverse:  Well worn head facing right. Eye and ghost of head still visible.Reverse:  Horse/pony facing right. Each of the forelegs terminates in a bead at the top: one bead is set at the base of the shoulder ridge. The head of the ""driver"" is still slightly visible, the tail is almost worn away. A ""Union Jack"" like symbol can be seen to the right of the horse. A representation of a boar is below the horse.References: Hooker, J. (2002) Celtic Improvisations: An Art Historical Analysis of Coriosolite Coins. Oxford, Archaeopress. (p.49).","Weight: 4.0g, Diameter: 20.6mm ",Struck or hammered,Silver,St. Ouen,Iron Age 700-51 BCE,Iron Age 700-51 BCE,01/08/2021,Cultivated land,Metal detector,Complete,
1b7391ec-c3d8-4792-a629-b83437844563,0900428,Axe,Possibly,"A fragment of a probable cast copper-alloy axe of Bronze Age date. The fragment is the blade end of the axehead with a transverse break cutting across its body.  There is no trace of a socket at this broken end. Beyond the break the axe widens on each side, ending in a concave but assymetric blade. The surface of the object and blade edge are heavily abraded and pitted. The object bears numerous casting inclusions, one notable inclusion 9.1mm deep  and approximately 5.7mm in diameter  centrally on one corner edge. A second inclusion can be seen off-centre at the transverse break of the object. This possibly contributed to the break due to structural weakness. The heavy pitting on the object may be a result of high-lead content, as it never truly alloys, becoming miniscule globules of lead in the bronze which can create localised galvanic corrosion cells.	It is suggested that it is of late bronze age to early iron in date due to the high lead content, as similar examples of high-lead content ""votive"" axes exist from this period.Dr. Peter Chowne of the University of York comments that this object is possible slag or a very miscast axe, and would have likely been considered casting waste.","Length: 31.2mm, Width: 29.8mm, Thickness: 15.3mm, Weight: 44.3g",Cast,Copper alloy,St. Mary,Bronze Age 2600-701 BCE,Iron Age 700-51 BCE,01/08/2021,Cultivated land,Metal detector,Fragment,
99d24670-885d-440f-be6d-4e23a50a0fa9,0900438,Coin,Certain,"Sestertius of the Antonine dynasty (AD 138-AD 161).Obverse Probably: Faustina the Younger or Luccilla, draped, right with hair in bun visible due to ghosting on obverse. Reverse: Ghosting of a seated figure facing left, but too worn to identify for certain.Reece period 7.die axis measurement: 11 o'clock","Diameter: 29.5mm, Weight: 12.8g",,Copper alloy,St. Ouen,Gallo-Roman 51 BCE-451 CE,Gallo-Roman 51 BCE-451 CE,07/10/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
c7f63f88-2ac5-4789-8c38-1b7ff86e21f0,0900439,Socketed axehead,Certain,"An incomplete cast copper alloy undecorated socketed axehead dating to the late Bronze Age. The axehead has a narrow sub-rectangular body, with two concave faces flaring towards the blade end and slightly towards the haft end.  The object has been broken with the back end missing and the majority of one face missing probably due to plough damage.","Length: 47.27mm, Width:25.60mm, Max Thickness:9.63mm, Weight: 37.6g",Cast,Copper alloy,St. Ouen,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,01/08/2021,Cultivated land,Metal detector,Incomplete,
f646bac2-e00f-4054-a4be-42eefff5e5e2,0900440,Unidentified object,Possibly,"Incomplete copper alloy cast unidentified object of unknown date. The object is subcylindrical,  roughly D-shaped in section. The back of the object is flat and undecorated. The rounded side of the object is decorated by four incised parallel transverse lines between bulbous d-shaped sections running the length of the object, cut by two diagonal lines beginning on each side before crossing over creating an 'X' like shape before terminating at each end as it reaches the undecorated rear. A second set of diagonal lines begins at the bottom of the previous lines, but only a small portion of these lines remain due to the break in the object. This decoration is reminiscent of a Roman ""fasces"" symbol, consisting of a bundle of sticks tied around an axe.The broken surface of the object contains what may be a casting fault or the remnant of a bored hole just off centre towards the decorated side of the object. This hole is 3.48mm deep.The surface of the object has a brown and green patina. ","Length: 35.63mm, Width: 14.00mm, Thickness: 12.41mm, Weight: 33.7g",,Copper alloy,St. Ouen,Unknown,Unknown,01/08/2021,Cultivated land,Metal detector,Incomplete,Returned to Finder
