ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Archaeological Period From,Archaeological Period To,Artefact Description,Cadastral Reference,Completeness,Condition Type,Conservation,Depth of Discovery,Dimensions Weight,Discovery Date,End Date Precision Type,End Date Type,External Identifier Type,External Source,Finder,Folio_No,Image,Land Use,Manufacture Method,Material,Measurement Type,Measurement Unit,Name,Name Type,Place Address,Place Description,Place Name,Place Type,Primary Reference Number,Record Type,Recovery Method,Secondary Material,Spatial Accuracy Type,Spatial Coordinates Geometry,Spatial Metadata Note,Start Date Precision Type,Start Date Type,Subsequent Action,Surface Treatment
a510b97e-fc0a-11eb-8701-0275d4869ef4,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Modern 1901 CE-,"A complete clay pipe (smoking) of the post-medieval to modern period dating from the 19th/early 20th century (Atkinson & Oswald 1969, pp. 10-12). A stamp that reads ""BURNS CUTTY"" is stamped either side of the stem. The pipe is otherwise undecorated.  Susan White, curator of the National Pipe Archive comments: ""Burns cutty is a pattern name and is a pattern that was produced by a number of makers during the 19th/early 20th century.  This is a spurless variety and these would have been produced from about 1850 onwards.  It's clearly been very heavily smoked.""  The entire pipe measures at 112mm in length. The stem measures at 85mm long and 7.40mm in diameter. The bowl measures 33mm long and 22.31mm in external diameter. The mouth is 16.79mm inner diameter.",,Complete,,,Surface,Total length: 112mm. Bowl height: 33mm. External diameter of the bowl: 22.31. Stem diameter: 7.40mm. Weight: 16g.,01/01/2018,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0600313 clay pipe.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0600313_clay_pipe.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1626191413892,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/3aad463c-f74c-4ea9-b467-49806d106e6b',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'b3df060e-fc0a-11eb-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 2498102}]",Cultivated land,Cast,Ceramic,Metric,Millimetres/grams,Clay pipe (smoking),Certain,,,,,600313,,Other chance find,,,,,,,,Stamped
ba512d62-fc43-11eb-8701-0275d4869ef4,,St. Lawrence,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"An incomplete cast lead rod, probably a pencil of medieval to post-medieval date (c. 1200 - 1650). It is rectangular in cross-section, squared off to one end and tapering to a (slightly blunted) point at the other. The object has seemingly incised horizontal markings on one side, though these may be plough damage. The metal has a splotched white to dark greyish-brown patina. It measures 69.80mm in length, 11.00mm in width, 8.15mm in thickness and 38.5g in weight.  Dr Helen Geake of the Portable Antiquities Scheme has commented: ""The use of lead pencils is still not really understood. At Winchester they are found mainly in 13th- or 14th-century contexts, and it was thought some years ago that when graphite was discovered in Cumbria in the late 16th century lead pencils went out of use; but metal-detector finds of well-made mass-produced pencils suggest that in fact they carried on being used well into the post-medieval period"".",,Incomplete,,,Within ploughsoil,"Length: 69.80mm, Width: 11.00mm Thickness: 8.15mm, 38.5g",01/03/2021,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0600314 pencil.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0600314_pencil.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1628772220813,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'height': 2310,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/5cfe5bcc-d238-438b-93e1-50326932ed38',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'width': 1581,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'c2c45b90-fc43-11eb-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 1128995}]",Cultivated land,Cast,Lead alloy,Metric,Millimetres/grams,Pencil,Certain,,,,,600314,,Metal detector,,,,,,,,
d6f36974-04b5-11ec-8701-0275d4869ef4,,St. Lawrence,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A cast copper alloy probable ingot of the Chalcolithic/Early Bronze Age. The object is oval in shape with both ends being rounded and tapered. One end narrows slightly more than the other. In profile it is lentoid in shape and its cross section is a similar lentoid shape. The 'cutting' edge is rounded, from the external edges it tapers gradually until it forms a narrowed but rounded butt. There is no sign of a stop ridge or any form of cast design. It is thickest at the mid-point. The surface of the object is slightly eroded and corroded, the whole surface covered in patina. It is a dark - mid green colour. The edges on all sides of the object are very rounded, through either cast design or corrosion.  A parallel can be found from Ireland, which was the main source of copper during the Chalcolithic period in Atlantic Europe (Harbison 1969).  It has also been suggested that this is an axe blank. Needham (2016, p.38-9) states: ""...there are still a small number of rather amorphous objects  –  oval, sub-triangular, pear-shaped  –  of small size. They can also be rather thin, so little metal is present, and they may have unusual, non-lenticular profiles. Some of these at least do not appear to be badly eroded examples of finished axes; moreover, they are too small to have been destined for working up into standard sized axes. Without more detailed study, it is difficult to attribute a function, but they could have served an ingot function  –  that is, to facilitate the distribution of raw metal... The alternative is that they too are blanks, but despite their vaguely axe-like shape, they were for other implements.  Ref: Needham, S. (2017). The Classification of Chalcolithic and Early Bronze Age Copper and Bronze Axe-heads from Southern Britain. Oxford:Archaeopress.  Thank you to Peter Chowne for his help with this identification.",,Incomplete,,,,"Length: 72.66, Width: 32.06mm, Thickness: 6.03, Weight:55.1g",10/08/2021,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0600315 - bronze blade 2.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0600315_-_bronze_blade_2.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1629190342229,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/e98d3d96-d7ea-4fe7-98fc-c667075fa154',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'f931e68c-04b5-11ec-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 3883163}]",Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Ingot,Probable,,,,,600315,,Metal detector,,,,,,,,
5fac6b4a-0672-11ec-8701-0275d4869ef4,,St. Lawrence,Parish,,,"A large amount of flint/stone tools (c.100) collected over a period of time on field L213. The vast majority of it is later Neolithic in nature, much of it knapped from beach pebbles. Some amount of burnt flint alongside these tools implies a site of long term habitation. ",,,,,Surface,,,,,,,,,,Cultivated land,Knapped/flaked,Flint,,,Flint implement,Certain,,,,,600316,,Fieldwalking,,,,,,,,
2a13cece-356b-11ec-8701-0275d4869ef4,,St. Lawrence,Parish,Iron Age 700-51 BCE,Gallo-Roman 51 BCE-451 CE,"Société Jersiaise Finds Record Entry SJFR79 (2017) reads: A Coriosolite stater, class III (c.50BC). The coin has extensive crusted corrosion and a dark brown patina with some patches of dark green erosion. The coin is dished in section.",,Complete,,,,"Dimensions:	21mm diameter, 3mm thick Weight: 5.3g",22/06/2017,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0600317 - coriosolite coin.JPG',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0600317_-_coriosolite_coin.JPG',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1635149572911,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'height': 516,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/468b342a-509b-45bc-bea6-7ff863f9a919',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'width': 1042,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'5dfaa258-356b-11ec-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 52036}]",Cultivated land,Struck or hammered,Silver,Metric,Millimetres/grams,Coin,Certain,,,,,600317,,Metal detector,,,,,,,,
21089b40-9962-4ca7-b1a8-ea097be59312,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"An incomplete Post Medieval copper alloy probable four maravedis 'cob' coin of the Post Medieval period. The coin is a crude sub-circular shape. The obverse and reverse are heavily worn, and only the stamped beginning of a date ""x16"" above a line survives.		These are often called 'cob' coins after the Spanish word for copper which is 'cobre': they were crudely made in Spain initially and later in the Americas for use in the Spanish colonies. The flans are usually, as on this example, an irregular shape, slightly squared off in places, and in this case split around the edges.",,Incomplete,,,,"Weight: 2.0g, Length: 22.20mm, Width: 19.45mm",Within the last eight years.,,,,,,,,Cultivated land,Struck or hammered,Copper alloy,Metric,Millimetres/grams,Currency,Certain,,,,,600318,,Metal detector,,,,,,,,
6203ebc2-fae7-4549-ae52-59ef1ddfd0ca,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A Post-Medieval (c.1600-1900) cast copper-alloy broadly cruciform openwork part of the terminal of a toasting fork or similar utensil. The object is incomplete, with a large central cut out in the form of a cross with lobed arms (broadly pointed oval), likely the stumps of tines and/or a handle. Around the cross is a moulded border on both faces. The zone between this border and the edge is decorated with pairs of moulded transverse lines. At the end of the elongated arm of the cross the object thickens and develops a square cross-section with rounded corners. A short stem extends downwards from the bottom of the object which has five rings of screw thread around it.",,Incomplete,,,,"Length: 66.9mm, Width: 36.73mm, Thickness: 3.85mm, Weight: 14.3g",Within the last 8 years.,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Fork (utensil),Certain,,,,,600319,,Metal detector,,,,,,,,
04542e26-d629-4729-b9d0-ea13318971a5,,St. Lawrence,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"An incomplete Late Medieval to Early Post-Medieval (1450-1550) copper alloy branched singularly cast candle holder. This candle holder would have been attached to a mirrored holder and connected by a central circular collar, which would have rested on a stand.The surviving part consists of a branch formed of two crescent shaped arcs, a socket-like candle holder. One socket survives, and is cast as one piece with the branch. The socket is cylindrical in form and undecorated, collared at its base and splaying outwards from the branch at c.120 degrees. A square aperture either side of the socket measures c.13mm x 9.7mm. Branched candlesticks are well-known from Flanders (Brownsword et al, 1981 p.21) An identical complete candlestick in the collection of Museum Boijmans Van Beuningen in the Netherlands dates the candle holder to 1475-1500 (Boijmans 1959). References: Brownsword, R., Pitt, E.E.H. and Rutland, R.A (1981) 'Latten' Candlesticks in the Leicestershire Museums' Collection.https://www.boijmans.nl/en/collection/artworks/98436/candlestick?fbclid=IwAR2n2y9cO5AVEiU_8k8tMHhUmLF22kNcreT_jhErL1877CWd6Np0d2AimqcOverall length: 63.88mm, Socket length: 41.72mm, Socket diameter: 25.81mmAperture length: 13.00mm, Aperture width: 9.76mmBranch length: 36.83mm, Branch width: 13.53mm, Branch thickness: 7.92mm",,Incomplete,,,,See description,01/09/2021,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Candle holder,Certain,,,,,600320,,Metal detector,,,,,,,,
825f98a0-1e7d-0138-8d64-740f24312a1c,,St. Helier,Parish,Medieval 934-1539 CE,Medieval 934-1539 CE,30 sherds of 13th century French vessels.,,,,,,,,,,,,,,,,,Ceramic,Metric,Millimetres/grams,Sherd,,,,,,0400774,,,,,,,,,,
0d112f80-1e7a-0138-8d61-740f24312a1c,,Grouville,Parish,,,Flint scraper. Dimensions:  Length: 3.4 ? Width: 3.6 ? Thickness: 0.9 ?  *? could be cm,,,,,,,,,,,,,,,,,Flint,Metric,Millimetres/grams,Scraper (tool),,,,,,0300346,,,,,,,,,,
3a331882-7329-41a4-b5c4-8418e812610c,,St. Lawrence,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"An incomplete copper alloy jew's harp (or jaw harp), of the Late Medieval to Post Medieval period, dating from c. AD 1400 to c. AD 1700.In plan, the object consists of a sub circular head, and two tapering arms, both with the characteristic lozenge cross section. The arms are complete. The rabbet (triangular notch) is located at the apex of the head. The iron tongue is missing, though orange rust remains around the rabbet.Jew's (or jaw) harps have a long history of being folk instruments, with a wide geographical distributions. They are believed to be indigenous to South East Asia, and had been introduced to Europe by the Crusades (11th to 14th Centuries AD). The form of the European Jews harp, is made from metal, commonly iron in modern examples.Four iron jews harps were recovered from excavations in London's waterfront, and have been dated from c.1270 to c.1400 (Egan, 1998, 284-5). Over 150 examples have been recorded on the PAS database, most with a circular head as opposed to a flattened or oval head and the majority of them have been attributed to the Post Medieval period. This example is probably Late Medieval to Post Medieval in dating (1400 - 1700 AD).Reference:Egan, G. 1998.""The Medieval Household Daily Living c. 1150 - c. 1450"". Medieval Finds from Excavations in London: 6. 284. London: The Stationery Office.",,Incomplete,,,1/2 foot,"Max Length: 76.60mm, Width at head: 37.77mm, Thickness at head: 7.46mm, Weight: 29.6g.",01/04/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Jews harp,Certain,,,,,600321,,Metal detector,Iron,,,,,,,Incised or engraved or chased
fb5e8b60-1e88-0138-8d69-740f24312a1c,,St. Lawrence,Parish,,,18th or early 19th century Norman stoneware jar.  Dimensions:  Length: 6 cm  Width: 6 cm  Thickness: 7 cm,,,,,,,,,,,,,,,,,Ceramic,Metric,Millimetres/grams,Jar,,,,,,0600289,,,,,,,,,,
d96b2750-8a30-40e6-b138-d0384b2b1c6a,,St. Lawrence,Parish,Gallo-Roman 51 BCE-451 CE,Post Medieval 1540-1901 CE,"Cast copper-alloy probable toilet article of possible Gallo-Roman to Medieval date. The object consists of a flat, flared, spatula-shaped terminal 6.70mm in width, and a curved suspension loop at the other terminal. The arm of the object is rectangular in section, sloping into its flat end. Similar objects have been identified as ear spoons or ear chisels, a common toilet implement in use from the Roman period through to the Post-Medieval period in Europe. However, the large flat end of the object may imply a different use, such as 'hoof', an instrument used to push back the cuticle. This object may have formed part of a cosmetic set, hung by its suspension loop from a chatelaine or hoop. Such toilet articles can be difficult to date outside of a certain archaeological context.Note: It has been suggested that this may be a fragment of a Victorian ""skirt lifter"", which are often misidentified as toilet instruments. However, this object does not seem to be of the correct length or form to be the arm of a skirt lifter.References: Crummy, N. (1983) ""Colchester Archaeological Report 2: The Roman small finds from excavations in Colchester 1971-9"", Colchester Archaeological Trust:Colchester.",,Incomplete,,,3-4 inches,"Length: 40.44mm, Bar Width: 2.90mm, ",15/04/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Toilet article,Probable,,,,,600322,,Metal detector,,,,,,,,
b2f417ba-4ea5-4bdc-8800-df68303f1250,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"A complete copper alloy candle snuffer of Post Medieval date (c. AD 1700-1900).The object is conical is shape, created from one piece of sheet metal. The exterior is divided into four subdivided panels by raised, longitudinal ridges. Each panel is decorated with floral design in relief. A handle which has also been cast separately is attached to the cone. The handle is square in cross section and bent at a right angle. The object has been mostly flattened, but the impression of the design is visible on the interior surface. The object has a dark green patina with brown patches.",,Incomplete,,,,"Length: 40.27mm, Weight: 28.37mm, Thickness: 5.03mm, Weight: 6.4g",01/01/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Candle snuffer,Certain,,,,,600323,,Metal detector,,,,,,,,Stamped
658ded6f-6d74-45f0-8516-241934a54d10,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"An incomplete pair of cast copper alloy dividers dated to the post medieval period (c.AD1600-1700).The object consists of two arms with a hinge in the shape of a knob at the terminal. The arms are trapezoidal in cross-section, both with three facets on their outer face. Each arm is broken, likely due to plough damage, though both would have curved outwards in the middle and would have formed a hollow circle. The terminal knob is cast as part of one arm and there is a narrow slot below this along one side where the other arm is secured.The object is in a good condition and has a mid-green patina.Similar shaped dividers are in the collection at the National Maritime Museum in Greenwich which are described as being used by mariners for measuring distances on charts and are dated to the mid 17th century. A similar example can be found on the UK PAS, number LVPL-98E99D.",,Incomplete,,,2cm,"Length: 85.08mm, Width at curve of arms: 32.62mm, Weight: 59.7g",01/05/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Dividers,Certain,,,,,600324,,Metal detector,,,,,,,,
517ecc2b-f9b6-4cae-a132-ae814442a50e,,St. Lawrence,Parish,Bronze Age 2600-701 BCE,Bronze Age 2600-701 BCE,"A flint barbed and tanged arrowhead of early Bronze Age date. The arrowhead has been invasively retouched over both faces. The tang is longer than the barbs, indicating a Sutton Type C arrowhead (Green 1980, p. 29). The surviving barb is obliquely cut, (Green type C). Type: Sutton Type C.Similar flint barb and tanged arrowheads are associated with the Beaker phase of the Late Neolithic and Early Bronze Age.Length: 29.02mm, Max width: 21.45mm, Thickness: 5.34mm, Tang length: 4.91mm, Barb length c.1.81mm, Weight: 3.0g.References:Green, H.S. (1980). The Flint Arrowheads of the British Isles. Oxford. BAR British Series 75.",,Incomplete,,,,"Length: 29.02mm, Max width: 21.45mm, Thickness: 5.34mm, Tang length: 4.91mm, Barb length c.1.81mm, Weight: 3.0g.",01/08/2022,,,,,,,,Cultivated land,Knapped/flaked,Flint,Metric,Millimetres/grams,Arrowhead,Certain,,,,,600325,,Chance find during metal detecting,,,,,,,,
1abe41fb-c400-4a84-af83-43e154da2444,,St. Lawrence,Parish,Modern 1901 CE-,Modern 1901 CE-,"A cast copper alloy modern miniature cap badge of The King's Royal Rifle Corps. The object is dated post-1902, the inscription giving a post- Second Boer War date. The King's Royal Rifle Corps were disbanded and the remainder amalgamated in 1966.	The badge is a Maltese Cross in form, with heavy gilding visible on both sides. The object is flat on the reverse. The top arm of the cross sits a crown decorated with red enamel. Beneath this is the inscription ""CELER ET AUDAX"" (Swift and Bold). Behind this inscription remains a green enamel. A central circle bears the image of a stringed bugle in relief, surrounded by the inscription ""THE KINGS ROYAL RIFLE CORPS"".  Behind this inscription remains a red enamel. The attachment The remaining inscription can be difficult to decipher, but looking at surviving non-miniature examples of this cap badge the following can be deciphered on each arm of the cross respectively:	Top		CELER ET AUDAX		Louisberg . Quebec 1769		Peninsula   Delhi		Roleia   Vimiera 		Martinique   Talavera		Busaco    Fuentes d' OnorLeft		Albuhera   Ciudad Rodrigo		Badajoz  Salamanca		Ahmed Khel  Kandahar		Vittoria  Pyrenees		Nivelle Nive		Orthes  ToulouseRight		Punjab		Mooltan Goojerat		South Africa 1851 . 2 . 3		Egypt 1882 1884		Tel .el .Kebir		Taku Forts  PekinBottom		Chitral		South Africa 1879		South Africa 1899  1902		Afghanistan 1878   80		Defence of Ladysmith		Relief of Ladysmith	It is noted that the smaller inscription cast on this example was unlikely to ever be readable due to its small size and casting quality, and was only meant to mimic the genuine medal.	This cap badge appears to be a miniature version, which could be bought by servicemen to wear and display in lieu of wearing their genuine badges and medals. ",,Incomplete,,,,"Length: 41.52, Width: 28.52, Thickness: 2.26, Weight: 6.0g.",01/02/2021,,,,,,,,Intertidal,Cast,Copper alloy,Metric,Millimetres/grams,Badge,Certain,,,,,600326,,Metal detector,Enamel,,,,,,,Gilded
8d7ba450-1e96-0138-8d72-740f24312a1c,,St. Peter,Parish,,,Granite muller Dimensions:  Length: 9.00 cm Width: 7.70 cm Thickness: 4.55 cm Part of the Kempster Collection.,,,,,,,,,,,,,,,,,Stone,Metric,Millimetres/grams,Muller,,,,,,1000312,,,,,,,,,,
9688028e-c679-4273-8c71-6ff6440f0e76,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"An incomplete cast copper alloy mount of probable Post-Medieval date (c. AD 1600-1800). The mount bears a moulded cancavo-convex anthropomorphic face of a cherub, putti or 'cupid' type. A single wing survives to the right of the face, with moulded feather-like decoration. The second wing has broken off near the head. The rear of the mount is mostly flat save for the convex area to the rear of the head, and also has a circular rivet, probably for attachment to a piece of furniture. Many similar objects with moulded cherub faces are very common, and are predominantly products of the Neoclassical Post-Medieval era, such as the following finds on the UK PAS: SWYOR-663556, LIN-9C93E2, WMID-875DDE.It is noted, however, that some similar moulded objects have been identified as Roman in date, such as PAS: SF8645, SF-8DBEE6 or SF-FAF633. Therefore, a Roman date cannot be ruled out entirely.",,Incomplete,,,6 inches,"Length: 41.62mm, Width: 27.02mm, Thickness: 5.82, Weight: 11.5g.",27/08/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Furniture fitting,Probable,,,,,600327,,Metal detector,,,,,,,,
102e1c3e-21fc-4a69-be3d-8c02471b6e13,,St. Lawrence,Parish,Neolithic 4000-2601 BCE,Neolithic 4000-2601 BCE,"An incomplete Neolithic polished serpentinite axehead. This is a large fragment of the axehead, with a curved butt at one end and an irregular diagonal break at the other end. The object flares outwards from the butt with mostly straight sides toward the break. One face of the object is irregularly convex, curving towards its sides. The face slopes upwards horizontally from the butt end at a roughly 30 degree angle before abruptly flattening out to run towards the broken end. The other face of the object is flat. Each side bears very prominent ridges that protrude out from the sides of the stone, with one side ridge being significantly more prominent than the other. The object is made of highly polished serpentinite, with clear grinding striations on each surface. The convex side is a dark blackish green at the butt, before becoming mottled with light green and brown streaks toward the break. The flat side of the object is a dark blackish green before a diagonal gradient towards lighter blueish-green, which continues as a gradient to a mid to light brown colour. The object appears to have been burnt. There are several instances of Alpine axeheads were deliberately burnt, broken, or both, as part of a ritual of deposition or ceremonial 'killing' of the object.Prof Pierre Pétrequin of University of Franche-Comte comments that the axe is a very particular type of serpentinite, probably that of the Gemsstock massif in Andermatt (Uri, Switzerland).Research is ongoing with this find through the JADE project with the help of Prof Alison Sheridan, who aim to analyse the axehead with a spectroradiometer. Further information will be added as research is undertaken.Bibliography:Pailler, Y. & Sheridan, A. (2012) ""Les haches alpines et leurs imitations en Grande- Bretagne, dans l'île de Man, en Irlande et dans les îles Anglo-Normandes"". JADE Grandes haches alpines du Néolithique européen. Ve et IVe millénaires av. J.-C., 2. 1046-1078.",,Incomplete,,,Unknown,"Length: 85.36mm, Width: 57.66mm, Thickness (at broken end): 25.24mm.",01/01/1977,,,,,,,,Cultivated land,Ground/polished,Stone,Metric,Millimetres/grams,Axehead,Certain,,,,,600328,,Other chance find,,,,,,,,
3158742c-2e5c-44e4-93ef-63513db98e7c,,St. Lawrence,Parish,Post Medieval 1540-1901 CE,Post Medieval 1540-1901 CE,"Cast copper-alloy smallsword guard, including with quillons and incomplete finger-guard of a Post-Medieval date, c. 1700-1800.Collaring at each end of the guard, with quillon and finger-guards obliquely set lozengiform socket at upper end. Corroded iron remains exist at each socket.",,Incomplete,,,Around 8 inches,"Length: 59.09mm, Width: 45.5mm, Thickness: 14.01mm, Weight: 52.8g",14/09/2022,,,,,,,,Cultivated land,Cast,Copper alloy,Metric,Millimetres/grams,Sword guard,Certain,,,,,600329,,Metal detector,Iron,,,,,,,
5225cc70-7a6f-0138-ef30-740f24312a1c,,St. Martin,Parish,Medieval 934-1539 CE,Post Medieval 1540-1901 CE,"A pottery sherd from a vessel which may have been a circular bowl or jug.  The base is complete and the sherd extends halfway up the spherical body. The broken edge reveals an inner grey layer and an outer pink layer which indicates a higher internal temperature and that the vessel may have had a neck, hence possibly being a jug.   One side of the sherd looks burnt suggesting that it stood close to a fire, possibly to warm wine or cider.  The manufacture origin is from the Seine Valley area in Picardy, Northern France. This is known as Beauvais and is famous for Medieval stoneware. This type of pottery was imported to Jersey over several centuries and examples of this type have been found at Hamptonne, St Lawrence during archaeological excavations and were dated between circa 1550 and circa 1600.  There is little evidence of the sherd being worn by the sea although it would have been in the sea for a long time. It is likely that the sherd was buried for most of the time after its deposition. ",,Fragment,,,Surface find (sea depth approx. 7m),Diameter: 200mm Base diameter: 117mm Thickness: 5mm Weight: 240g,01/07/2019,,,,,,,"http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/[{u'status': u'uploaded',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'index': 0,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'name': u'0700227.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/0700227.jpg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'lastModified': 1579797602311,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'height': 7087,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/2902e16d-0365-4c6c-b4e7-3c262a130973',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'width': 9449,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'file_id': u'6b0ead56-9f51-11ea-8701-0275d4869ef4',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'accepted': True,http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/jpeg',http://jerseyv6-arches-media.s3.amazonaws.com/uploadedfiles/u'size': 1583842}]",Intertidal,Hand made,Ceramic,Metric,Millimetres/grams,Vessel,Certain,,,,,700227,,Other chance find,,,,,,,,
