ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type
04d19ca0-149c-0138-c574-740f24312a1c,Westmount Gardens & Lower Park,,,,,,Postal Address,,St. Helier,HE1899,Parish,"Westmount Gardens & Lower Park, St Aubin's Road",,,0401899,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.119368 49.190475)),,1. Government of Jersey 2. Jersey Heritage Social History 3. Société Jersiaise  4. Jersey Archive,2019-10-21,"Leerson, M. 2016. Westmount. In: Romeril, L., et al. What’s Your Street’s Story?: Part Two. Jersey Heritage Trust, Jersey, 78-91.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Postcard (Jersm/2004/00087/766) 3. Photographs (SJPA/010473) 4. Photographs (sample of collection: L/A/75/A3/4/2135, L/A/75/A3/4/2109)",
f1726900-1168-0138-9141-740f24312a1c,La Haute Tombette,,,,,Richmond Map,Postal Address,,St. Mary,MY0030,Parish,"La Haute Tombette, La Rue de la Grosse Épine",,,0800030,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.163249 49.24269)),,1. Government of Jersey 2. Société Jersiaise,2020-12-03,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.10.2017 )  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
fe326020-1e88-0138-8d6a-740f24312a1c,Axe,,,,,,,,St. Lawrence,,Parish,,,,0600295,,,,,,1. Jersey Heritage Archaeology collection,2020-02-09,,,,1. Axe (A/0006088),
8b8a31e0-1498-0138-c571-740f24312a1c,Bay View House,,,,,,Postal Address,,St. Clement,CL0098,Parish,"Bay View House, La Rue du Hocq",,,0200098,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.061645 49.168294)),,1. Government of Jersey 2. Jersey Archive,2018-03-12,"Leerson, M. 2015. What's Your Street's Story?: Le Hocq & Pontac. [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Report (D/AL/C2/686) ",
4e435b24-8644-11eb-8701-0275d4869ef4,9 Dumaresq Street,,,,,,Postal Address,,St. Helier,,Parish,9 Dumaresq Street,,,0401192,,,,GEOMETRYCOLLECTION (POINT (-2.108545 49.185508)),,,,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,
04c03850-149c-0138-c574-740f24312a1c,7,,,,,,Postal Address,,St. Helier,HE0988,Parish,"7, Elizabeth Place",,,0400988,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.111597 49.189112)),,1. Government of Jersey ,2019-09-12,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
84fcd3d0-1168-0138-913b-740f24312a1c,Grouville Parish Church,,,,,"Richmond Map,Place of Worship",Postal Address,,Grouville,GR0046,Parish,"Grouville Parish Church, La Rue à Don",,,0300046,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.050177 49.183758)),,1. Government of Jersey 2. Société Jersiaise 3. Jersey Archive 4. Société Jersiaise Photographic Archive,2020-08-02,"Anon. 1960. Parish Church of St Martin de Grouville. [Booklet] Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Le Quesne, R. 2014. Report on Archaeological Evaluation Excavations. The Human Remains. St Martin's Church, Grouville, Jersey, 2014. [Unpublished report] Lempriere, R. 1980. Buildings and Memorials of the Channel Islands. Robert Hale Limited, London. Martin, P., Randall, C., Timby, J. 2011. Interim Report on the results of an Archaeological Watching Brief & Excavation in Conjunction with the Development of Grouville Parish Church, La Rue à Don, Grouville, JE2 9GB. [Unpublished report] McCormack, J. 1986. Channel Islands Churches. Phillimore, Chichester.   Poingdestre, F. H. 1983. The Parish Church of St Martin de Grouville. [Booklet] Waterhouse, R. 2015. St Martin's Church, Grouville, Jersey. An Archaeological Evaluation. [Unpublished report] Warton, R.G. 1920. The Parish Churches of Jersey. Société Jersiaise, Jersey. ",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0300046 Grouville Parish Church Interim Archaeological Report 2011.pdf', u'url': u'/files/uploadedfiles/0300046_Grouville_Parish_Church_Interim_Archaeological_Report_2011.pdf', u'lastModified': 1580734684730, u'content': u'blob:https://her.jerseyheritage.org/b7d0bed0-8570-44e7-8ba3-1140b2539931', u'file_id': u'f4f394ee-5d36-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 2651415}]","1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Plans (D/Y/Q4/23-4) 4. Photographs (sample of collection: SJPA/002050-2, SJPA/005907, SJPA/005915-6)",
2f17f560-1168-0138-9138-740f24312a1c,Site of Resistance Nest Hagebutten Park,,,,,German Occupation,Postal Address,,St. Peter,,Parish,Site of Resistance Nest Hagebutten Park,,,1000320,,,,GEOMETRYCOLLECTION (POINT (-2.177209 49.216312)),,,,"Ginns, M. 1999. Jersey's German Bunkers. Channel Islands Occupation Society (Jersey), St. Ouen. States of Jersey. 1975. German Occupation Sites Map. States of Jersey Library Service. ",,,,
04a472b0-149c-0138-c574-740f24312a1c,St Simon's Church,,,,,Place of Worship,Postal Address,,St. Helier,HE0224,Parish,"St Simon's Church, Great Union Road",,,0400224,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.106461 49.188875)),,1. Government of Jersey 2. Société Jersiaise Photographic Archive 3. Jersey Archive 4. Société Jersiaise,2019-08-20,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Leerson, M. 2016. What's Your Street's Story?: Great Union Road and Aquila Road  [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (sample of collection: SJPA/004982, SJPA/033013) 3. Proposed memorial chapel (D/Y/Q4/69), files (G/C/03/C20, G/C/14), photographs (sample of collection: L/A/75/A2/BUI/71/1, L/A/75/A3/2/4721, P/03/181/01) 4. Sites and Monuments Database",
04b42550-149c-0138-c574-740f24312a1c,83-85,,,,,,Postal Address,,St. Helier,HE0640,Parish,"83-85, Don Road",,,0400640,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.097317 49.181058)),,1. Government of Jersey ,2019-09-02,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
5079ee30-116c-0138-9150-740f24312a1c,Rock Place,,,,,,Postal Address,,St. Brelade,BR0087,Parish,"Rock Place, La Rue Carrée",,,0100087,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.199895 49.201619)),,1. Government of Jersey,2019-07-23,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
84fce9e0-1168-0138-913b-740f24312a1c,La Rocque Harbour,,,,,German Occupation,Postal Address,,Grouville,GR0079,Parish,"La Rocque Harbour, La Grande Route des Sablons",,,0300079,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.032844 49.164139)),,1. Government of Jersey 2. Jersey Archive 3. Jersey Heritage Social History collection 4. Société Jersiaise Photographic Archive,2020-08-02,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Romeril, L. 2014. La Rocque. In: Romeril, L., et al. What’s Your Street’s Story? Jersey Heritage Trust, Jersey, 35-43. Romeril, L. 2016. What's Your Street's Story?: La Rocque. [Unpublished talk]",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (D/AL/A6/46(c)), Report (D/Q/K3/1) 3. Stamps (JERSM/2012/00241/001) 4. Photographs (sample of collection: SJPA/000578, SJPA/001058, SJPA/001965-7)",
5718c800-1e0c-0138-8d56-740f24312a1c,Sherd,,,,,,,,St. Brelade,,Parish,,,,0100461,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,2020-02-08,,,,1. Fieldwalking card 2. Pottery (A/0003454),
29982b70-1168-0138-9135-740f24312a1c,Patier Lane Stone,,,,,Megalithic,Postal Address,,St. Saviour,SA0319,Parish,"Patier Lane Stone, Highlands Lane",,,1100322,,Listed place,,GEOMETRYCOLLECTION (POINT (-2.094553 49.191872)),,1. Government of Jersey 2. Société Jersiaise,2019-04-24,"Aubin, N. 2018. The Neolithic Passage Graves of Jersey: Locating the Lost Sites. Annual Bulletin of the Société Jersiaise, 32, 355-376. Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,1. Listing photographs 2. Sites and Monuments Database,
06427ed0-116c-0138-9144-740f24312a1c,Le Fleurion,,,,,,Postal Address,,St. Martin,MN0143,Parish,"Le Fleurion, La Rue de la Forge",,,0700143,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.043342 49.217306)),,1. Government of Jersey 2. Société Jersiaise,2019-05-31,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester.  Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
b384e940-149f-0138-c57a-740f24312a1c,Army Observation Post M5,,,,,German Occupation,Postal Address,,Trinity,TR0087,Parish,"Army Observation Post M5, Belle Hougue Point (NE corner of field 25)",,,1200087,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.096272 49.251712)),,1. Government of Jersey,2018-05-18,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04bb68c0-149c-0138-c574-740f24312a1c,26,,,,,,Postal Address,,St. Helier,HE0857,Parish,"26, Chevalier Road",,,0400857,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.10175 49.188579)),,1. Government of Jersey ,2019-09-10,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
2991df70-1168-0138-9135-740f24312a1c,Val Feuillu Farm,,,,,Richmond Map,Postal Address,,St. Saviour,SA0194,Parish,"Val Feuillu Farm, Le Rue de la Hambye",,,1100194,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.055834 49.204146)),,1. Government of Jersey,2020-02-04,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 12.03.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
2995adc0-1168-0138-9135-740f24312a1c,Site of Rough Stone,,,,,,Field Number,,St. Saviour,SA0323,Parish,"Site of Rough Stone, Field S562",,,1100036,,,,GEOMETRYCOLLECTION (POINT (-2.07083 49.195338)),,1. Government of Jersey 2. Société Jersiaise,2020-01-04,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey. ",Government of Jersey,,1. Listing photographs 2. Sites and Monuments Database,
04b23dc0-149c-0138-c574-740f24312a1c,5,,,,,,Postal Address,,St. Helier,HE0590,Parish,"5, Grove Street",,,0400590,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104494 49.18717)),,1. Government of Jersey ,2019-08-30,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
06404440-116c-0138-9144-740f24312a1c,Le Pre ,,,,,,Postal Address,,St. Martin,MN0083/MN0253/MN0299,Parish,"Le Pre , La Rue des Raisies",,,0700083,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.055496 49.223618)),,1. Government of Jersey 2. Jersey Archive,2019-05-30,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (L/A/06/D/465, L/A/06/E/24)",
04ddbc90-149c-0138-c574-740f24312a1c,Datestone '1689',,,,,,Postal Address,,St. Helier,,Parish,"Datestone '1689', West Hill",,,0400533,,,,GEOMETRYCOLLECTION (POINT (-2.118789 49.198406)),,,2019-11-12,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 11.11.2019)",,,,
84f9fff0-1168-0138-913b-740f24312a1c,Hillside Cottage,,,,,,Postal Address,,Grouville,,Parish,"Hillside Cottage, Le Vier Mont",,,0300160,,,,GEOMETRYCOLLECTION (POINT (-2.069566 49.182372)),,1. Government of Jersey,2020-12-02,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,"1. Listing photographs, Historic Environment Resurvey",
29966180-1168-0138-9135-740f24312a1c,Clos du Presbytere,,,,,,Field Number,,St. Saviour,,Parish,"Clos du Presbytere, Field S818",,,1100249,,,,GEOMETRYCOLLECTION (POINT (-2.078796 49.18271)),,,2020-02-04,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,
507940d0-116c-0138-9150-740f24312a1c,Carlyon House,,,,,,Postal Address,,St. Brelade,BR0071,Parish,"Carlyon House, La Route de la Baie",,,0100071,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.195487 49.185087)),,1. Government of Jersey,2019-07-23,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
57189530-1e0c-0138-8d56-740f24312a1c,Rubber,,,,,,Postal Address,,St. Brelade,,Parish,,,,0100452,,,,GEOMETRYCOLLECTION (POINT (-2.200034 49.190355)),,1. Jersey Heritage Archaeology collection,2020-01-08,,,,1. Rubber (A/0004532),
04ce5ed0-149c-0138-c574-740f24312a1c,64,,,,,,Postal Address,,St. Helier,HE1400,Parish,"64, Rouge Bouillon",,,0401400,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.107293 49.192687)),,1. Government of Jersey ,2019-10-17,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
50815a50-116c-0138-9150-740f24312a1c,La Vielle Maison,,,,,Richmond Map,Postal Address,,St. Brelade,BR0286,Parish,"La Vielle Maison, Le Boulevard",,,0100286,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.169663 49.185881)),,1. Government of Jersey 2. Société Jersiaise,2019-07-26,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Romeril, L. 2015. What's Your Street's Story?: St Aubin. [Unpublished talk] Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",
27ee2242-4067-11eb-8701-0275d4869ef4,Stones,,,,,,Intertidal,,St. Brelade,,Parish,St. Brelade's Bay,,,0100474,,,,GEOMETRYCOLLECTION (POINT (-2.190774000000001 49.18119)),,,,"Baal, H.J. 1914. Rapports des Sections du Comité du Musée. II.  Archaeological Section. Bulletin Annuel de la Société Jersiaise, 39, 450-453.",,,,
f178f600-1168-0138-9141-740f24312a1c,Lithic Scatter,,,,,,Field Number,,St. Mary ,,Parish,"Lithic Scatter, Fields MY141, MY142",,,0800195,,,,GEOMETRYCOLLECTION (POINT (-2.179831 49.248129)),,1. Jersey Heritage Archaeology collection ,2018-05-22,,,,1. Artefacts (A/0010028-37),
06443e70-116c-0138-9144-740f24312a1c,Gibraltar House,,,,,,Postal Address,,St. Martin,MN0204,Parish,"Gibraltar House, Le Grand Côtil",,,0700204,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.028927 49.219317)),,1. Government of Jersey 2. Jersey Archive,,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Leerson, M. 2017. What's Your Street's Story?: St Catherine and Archirondel. [Unpublished talk] ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (D/AL/A5/1764)",
2f155790-1168-0138-9138-740f24312a1c,Fontaine,,,,,,Postal Address,,St. Peter,PE0281,Parish,"Fontaine, La Rue des Sapins",,,1000281,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.182769 49.21967)),,1. Government of Jersey,2018-08-30,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
fcaf9350-149c-0138-c577-740f24312a1c,Fairfield,,,,,Richmond Map,Postal Address,,St. Ouen,,Parish,"Fairfield, La Route de Vinchelez",,,0900302,,,,GEOMETRYCOLLECTION (POINT (-2.209135 49.242653)),,,2018-12-20,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,
f1712be0-1168-0138-9141-740f24312a1c,Meadowside,,,,,Richmond Map,Postal Address,,St. Mary,MY0004,Parish,"Meadowside, La Rue Blouin",,,0800004,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.163635 49.235498)),,1. Government of Jersey,2020-12-03,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.10.2017)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
04c1f4e0-149c-0138-c574-740f24312a1c,31,,,,,,Postal Address,,St. Helier,HE1035,Parish,"31, Green Street",,,0401035,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.104413 49.179357)),,1. Government of Jersey ,2019-09-30,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
46af5060-116c-0138-914a-740f24312a1c,La Sergine Mauresque,,,,,Richmond Map,Postal Address,,St. John,,Parish,"La Sergine Mauresque, La Rue de la Mare Ballam",,,0500180,,,,GEOMETRYCOLLECTION (POINT (-2.137683 49.245499)),,1. Jersey Archive 2. Société Jersiaise 3. Government of Jersey,2018-03-23,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,"1. Treasure Survey (L/A/06/H/3) 2. Sites and Monuments Database 3. Listing photographs, Historic Environment Resurvey",
84fc0c10-1168-0138-913b-740f24312a1c,Les Proscrits,,,,,,Postal Address,,Grouville,GR0238,Parish,"Les Proscrits, Old Road",,,0300238,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.030434 49.197621)),,1. Government of Jersey,2020-12-02,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
46a8f680-116c-0138-914a-740f24312a1c,Beau Pré,,,,,Richmond Map,Postal Address,,St. John,JN0032,Parish,"Beau Pré, La Grande Route de St. Jean ",,,0500032,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.115124 49.231577)),,1. Société Jersiaise 2. Government of Jersey 3. Jersey Archive,2018-03-16,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 14.02.2018)  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",Government of Jersey,,"1. Sites and Monuments Database 2. Listing photographs, Historic Environment Resurvey 3. Treasure Survey (L/A/06/H/3)",
fcb26960-149c-0138-c577-740f24312a1c,La Ville au Bas,,,,,,Postal Address,,St. Ouen,,Parish,"La Ville au Bas, La Ville au Bas",,,0900377,,,,GEOMETRYCOLLECTION (POINT (-2.214431 49.227438)),,,2018-12-20,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,,
b38eeaa0-149f-0138-c57a-740f24312a1c,Gatepost '1890',,,,,,Postal Address,,Trinity,,Parish,"Gatepost '1890', La Route des Côtes du Nord",,,1200260,,,,GEOMETRYCOLLECTION (POINT (-2.069004 49.233732)),,,2018-05-22,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.04.2018)",,,,
04a96af0-149c-0138-c574-740f24312a1c,3-5,,,,,,Postal Address,,St. Helier,HE0352,Parish,"3-5, New Street",,,0400352,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.106719 49.184645)),,1. Government of Jersey 2. Jersey Archive,2019-08-27,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (D/AL/C4/212)",
29961190-1168-0138-9135-740f24312a1c,Site of Champion's Brick Works,,,,,,Postal Address,,St. Saviour,,Parish,"Site of Champion's Brick Works, Bagatelle Road",,,1100103,,,,GEOMETRYCOLLECTION (POINT (-2.081841 49.196979)),,,2020-01-04,"Foster, T. 2012. What's Your Street's Story?: Five Oaks. [Unpublished talk] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,
50778670-116c-0138-9150-740f24312a1c,Don Gruchy Stone,,,,,,Postal Address,,St. Brelade,BR0030,Parish,"Don Gruchy Stone, La Rue des Longchamps",,,0100030,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.18172 49.194106)),,1. Government of Jersey,2019-07-23,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",
299843b0-1168-0138-9135-740f24312a1c,Clos de la Houguette,,,,,,Field Number,,St. Saviour,SA0327,Parish,"Clos de la Houguette, Field S338",,,1100327,,Area of Archaeological Potential,,GEOMETRYCOLLECTION (POINT (-2.084331 49.201533)),,1. Société Jersiaise,2020-02-04,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",Government of Jersey,,1. Sites and Monuments Database,
064990c0-116c-0138-9144-740f24312a1c,Canada Cottage,,,,,,Postal Address,,St. Martin,,Parish,"Canada Cottage, La Grande Route de Rozel",,,0700359,,,,GEOMETRYCOLLECTION (POINT (-2.049816 49.218608)),,1. Government of Jersey,2020-04-06,,,,"1. Listing photographs, Historic Environment Resurvey",
8ed9f210-4067-11eb-8701-0275d4869ef4,Stones,,,,,,Intertidal,,St. Brelade,,Parish,St. Brelade's Bay,,,0100475,,,,GEOMETRYCOLLECTION (POINT (-2.201944 49.183889)),,,,"Baal, H.J. 1916. Rapports des Sections. 1917. 1. Archaeology Section. Bulletin Annuel de la Société Jersiaise, 8, 223-227.",,,,
b38dba40-149f-0138-c57a-740f24312a1c,Highfield Farm,,,,,Richmond Map,Postal Address,,Trinity,,Parish,"Highfield Farm, La Route de la Trinité",,,1200081,,,,GEOMETRYCOLLECTION (POINT (-2.093904 49.225135)),,1. Société Jersiaise,2018-05-18,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. ",,,1. Sites and Monuments Database,
b3884180-149f-0138-c57a-740f24312a1c,La Geonniere,,,,,,Postal Address,,Trinity,TR0064,Parish,"La Geonniere, La Rue des Platons",,,1200064,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.098482 49.244529)),,1. Société Jersiaise Photographic Archive 2. Government of Jersey,2018-05-16,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",Government of Jersey,,"1. Photographs (sample of collection: SJPA/004932-4, SJPA/006393-6, SJPA/006508-11) 2. Listing photographs, Historic Environment Resurvey",
04d44100-149c-0138-c574-740f24312a1c,8 Windsor Villas,,,,,,Postal Address,,St. Helier,HE1610,Parish,"8 Windsor Villas, Val Plaisant",,,0401610,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.102421 49.191887)),,1. Government of Jersey,2019-10-25,,Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",
