ResourceID,Title,Place Description,Language_Type,Geometry Qualifier,Title Type,Keyword,Address Type,Temporal Coverage Timespan,Administrative Subdivision Name,External XRef,Administrative Subdivision Type,Place Address,Copyright Description,Copyright Type,Primary Reference Number,Description,External Identifier Type,Information Carrier Format Type,Spatial Coordinates Geometry,Date of Publication,Information Carrier,Date of Creation,Bibliographic Reference,External Source,Document,Information Resource Type,Description Type,
0bf56a70-116c-0138-9147-740f24312a1c,Les Ruettes,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0116,Parish,"Les Ruettes, Les Ruettes",,,600116,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.135269 49.226668)),,<p>1.  Government of Jersey</p>,,"<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf57510-116c-0138-9147-740f24312a1c,Mon Plaisir,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0117,Parish,"Mon Plaisir, Le Mont au Meunière",,,600117,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.138143 49.224369)),,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf57fb0-116c-0138-9147-740f24312a1c,St. Lawrence Primary School,,,,,,Postal Address,,St. Lawrence,LA0118,Parish,"St. Lawrence Primary School, La Grande Route de St Laurent",,,600118,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.141148 49.216137)),,<p>1.  Government of Jersey</p>,,"<p>Corbet, F.L.M. 1998. A Biographical Dictionary of Jersey. Volume 2. Société Jersiaise, Jersey.  </p>
<p>Coutanche, H., Coutanche, S., Le Feuvre, S. 1999. St Lawrence Jersey. A Celebration of our Parish. The Parish of St Lawrence, Jersey.  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf58950-116c-0138-9147-740f24312a1c,St. Lawrence Stores & Westbourne House,,,,,,Postal Address,,St. Lawrence,LA0119,Parish,"St. Lawrence Stores & Westbourne House, La Grande Route de St Laurent",,,600119,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.141044 49.214065)),,<p>1.  Government of Jersey</p>,,"<p>Coutanche, H., Coutanche, S., Le Feuvre, S. 1999. St Lawrence Jersey. A Celebration of our Parish. The Parish of St Lawrence, Jersey.  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf9aac0-116c-0138-9147-740f24312a1c,St. Lawrence Arsenal ,,,,,Coastal Fortification,Postal Address,,St. Lawrence,LA0120,Parish,"St. Lawrence Arsenal , La Grande Route de St Laurent",,,600120,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.141277 49.215692)),,<p>1.  Jersey Heritage Social History collection  </p><p>2.  Government of Jersey</p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Door Lock & Key (JERSM/1978/01524) </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf59360-116c-0138-9147-740f24312a1c,Old Rectory,,,,,,Postal Address,,St. Lawrence,LA0121,Parish,"Old Rectory, La Route de l'Église",,,600121,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.1431 49.213696)),,<p>1.  Société Jersiaise </p><p>2.  Société Jersiaise Photographic Archive </p><p>3.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 07.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Photographs (SJPA/006114-5)  </p><p>3. Listing photographs, Historic Environment Resurvey</p>",,
0bfb5b40-116c-0138-9147-740f24312a1c,Perrine Cottage,,,,,Richmond Map,Postal Address,,St. Lawrence,,Parish,"Perrine Cottage, La Rue ès Boeufs",,,600122,,,,GEOMETRYCOLLECTION (POINT (-2.153756 49.227812)),,<p>1.  Jersey Archive</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.</p>
<p>Romeril, L. 2016. What's Your Street's Story?: Stopford Road [Unpublished talk]</p>",,,"<p>1. Reports (L/A/06/F/166, L/A/06/F/69)</p>",,
0bf9bc20-116c-0138-9147-740f24312a1c,Hamptonne,,,,,"Manor House,Richmond Map",Postal Address,,St. Lawrence,LA0122/LA0123,Parish,"Hamptonne, La Rue de la Patente",,,600123,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.134685 49.224157)),,<p>1.  Société Jersiaise </p><p>2.  Jersey Heritage Archaeology collection </p><p>3.  Jersey Heritage Social History collection </p><p>4.  Jersey Heritage Art collection  </p><p>5.  National Trust for Jersey Art collection  </p><p>6.  Société Jersiaise Photographic Archive </p><p>7.  Government of Jersey</p>,,"<p>Conservation, Architecture and Planning. 2008. Jersey Manor House Project. Unpublished report for Jersey Heritage.  </p>
<p>Coutanche, H., Coutanche, S., Le Feuvre, S. 1999. St Lawrence Jersey. A Celebration of our Parish. The Parish of St Lawrence, Jersey.  </p>
<p>Falle, R. 1988. President's Report for 1987. Annual Bulletin of the Société Jersiaise, 24, 417-424. </p>
<p>Finlaison, M.B., 1998. 'A Group of Normandy Stonewares of the Second Half of the 15th Century, Hamptonne Farm, Jersey', in H. Sebire (ed.), Guernsey Connections: Archaeological and Historical Papers in Honour of Bob Burns, 108âˆ’11. Société Guernesiaise, Guernsey. </p>
<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.06.2018) </p>
<p>Hills, R. 2018. Hamptonne Conservation Statement. Jersey Heritage, Jersey. </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.   </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2009. Vernacular Architecture Group: Spring Conference Report. [Unpublished report] </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Meirion-Jones, G.I. 1982. The Vernacular Architecture of Brittany. John Donald Publishers Ltd., Edinburgh. </p>
<p>Meirion-Jones, G. I.1986. Description of Hamptonne (La Patente), St Lawrence. Report and letter dated 10 Oct. 1986, addressed to the Chief Officer, States Planning Office. </p>
<p>Meirion-Jones, G.I. 1985. The Vernacular Architecture of France: An Assessment. Vernacular Architecture, 16, 1-17. </p>
<p>Melville Dunbar Associates. 1987. Hamptonne Planning Brief; The Historic Development of a Jersey Manorial Farmstead. </p>
<p>Report for the Island Development Committee, 1987. Includes report by G.I. Meirion-Jones. </p>
<p>Nicolle, E.T., 1928. .Les Colombiers de Jersey. Annual Bulletin of the Société Jersiaise, 11, 90-4. </p>
<p>Rodwell, W. 1990. Archaeological investigations at Hamptonne, Saint Lawrence: an interim report 1989. Annual Bulletin of the Société Jersiaise, 25, 308-316. </p>
<p>Rodwell, W. 1991. Archaeological investigations at Hamptonne, Saint Lawrence. Annual Bulletin of the Société Jersiaise, 25, 480-489. </p>
<p>Rodwell, W. 1992. Archaeological investigations at Hamptonne, Saint Lawrence: third interim report 1991. Annual Bulletin of the Société Jersiaise, 25, 670-678. </p>
<p>Rodwell, W. 1993. Archaeological investigations at Hamptonne, Saint Lawrence: fourth interim report 1992. Annual Bulletin of the Société Jersiaise, 26, 91-96. </p>
<p>Rodwell, W. 1995. Archaeological investigations at Hamptonne, Saint Lawrence: fifth interim report 1994. Annual Bulletin of the Société Jersiaise, 26, 403-414. </p>
<p>Rodwell, W. 1996. Archaeological investigations at Hamptonne, Saint Lawrence: sixth interim report 1995. Annual Bulletin of the Société Jersiaise, 26, 523-532. </p>
<p>Rodwell, W. 2014. Hamptonne and the Archaeology of Vernacular Houses in Jersey. [Unpublished] </p>
<p>Société Jersiaise. 1976. Archaeological Monuments. Unpublished report for States of Jersey. </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. </p>
<p>Williams, J. 1989. Hamptonne: measured survey as existing contents. Jersey. </p>",Government of Jersey,"[{u'status': u'uploaded', u'index': 0, u'name': u'0600123 Hamptonne Conservation Statement 2017.pdf', u'url': u'/files/uploadedfiles/0600123_Hamptonne_Conservation_Statement_2017.pdf', u'lastModified': 1580469694712, u'content': u'blob:https://her.jerseyheritage.org/c49b7a0f-3baa-4ff0-b54e-1a6807fbcc73', u'file_id': u'49536c80-5d41-11ea-8701-0275d4869ef4', u'accepted': True, u'type': u'application/pdf', u'size': 6324308}]","<p>1. Sites and Monuments Database </p><p>2. Mortar (A/0006822-3), Granite (A/0006824-5), Wall Plaster (A/0006826, A/0006829), Pottery (A/0006827, A/0006830).  </p><p>3. Windows (JERSM/1991/00362, JERSM/1992/00084, JERSM/2016/00092), Picture (JERSM/1991/00350)  </p><p>4. Painting (SJA/0000/030778)  </p><p>5. Painting (NTFJ/1990/9) </p><p>6. Photographs (sample of collection: SJPA/000093-4, SJPA/004971)  </p><p>7. Listing photographs, Historic Environment Resurvey</p>",,
0bf59d50-116c-0138-9147-740f24312a1c,Highland House,,,,,,Postal Address,,St. Lawrence,LA0124,Parish,"Highland House, La Rue du Vard",,,600124,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.138977 49.217028)),,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf5a6d0-116c-0138-9147-740f24312a1c,St Lawrence Villa,,,,,,Postal Address,,St. Lawrence,LA0125,Parish,"St Lawrence Villa, La Rue de Bas",,,600125,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.139949 49.209059)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf9ca10-116c-0138-9147-740f24312a1c,Eden Grove,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0126,Parish,"Eden Grove, La Rue des Bessiè",,,600126,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.154551 49.223896)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bfb64f0-116c-0138-9147-740f24312a1c,Rhinefield Lodge,,,,,Richmond Map,Postal Address,,St. Lawrence,,Parish,"Rhinefield Lodge, La Rue de la Ville Emphrie",,,600127,,,,GEOMETRYCOLLECTION (POINT (-2.144585 49.208404)),,,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",,,,,
0bf5b1c0-116c-0138-9147-740f24312a1c,Blanche Pierre House & Farm,,,,,,Postal Address,,St. Lawrence,LA0128/LA0130,Parish,"Blanche Pierre House & Farm, La Rue de la Blanche Pierre",,,600128,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.150621 49.206147)),,<p>1.  Government of Jersey</p>,,"<p>Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf5bbe0-116c-0138-9147-740f24312a1c,Dunedin Farm,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0129,Parish,"Dunedin Farm, La Rue des Bilières",,,600129,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.127553 49.221702)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 07.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bfb6e30-116c-0138-9147-740f24312a1c,Shrublands,,,,,Richmond Map,Postal Address,,St. Lawrence,,Parish,"Shrublands, La Rue de la Blanche Pierre",,,600130,,,,GEOMETRYCOLLECTION (POINT (-2.147542 49.207645)),,,,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,,,
0bf5c680-116c-0138-9147-740f24312a1c,Les Ormes,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0131,Parish,"Les Ormes, La Rue de la Blanche Pierre",,,600131,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.144941 49.207802)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 05.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf5d190-116c-0138-9147-740f24312a1c,Six Rues Farm,,,,,,Postal Address,,St. Lawrence,LA0132,Parish,"Six Rues Farm, Les Chanolles des Six Rues",,,600132,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.151948 49.228995)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf5dd50-116c-0138-9147-740f24312a1c,Avranches Farm,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0133,Parish,"Avranches Farm, La Ruette d'Avranches",,,600133,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.14951 49.224394)),,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf5e790-116c-0138-9147-740f24312a1c,Beau Regard,,,,,,Postal Address,,St. Lawrence,LA0134,Parish,"Beau Regard, La Rue de Haut",,,600134,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.146464 49.201586)),,<p>1.  Société Jersiaise Photographic Archive </p><p>2.  Government of Jersey</p>,,"<p>Coutanche, H., Coutanche, S., Le Feuvre, S. 1999. St Lawrence Jersey. A Celebration of our Parish. The Parish of St Lawrence, Jersey.  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. </p>",Government of Jersey,,"<p>1. Photograph (SJPA/002862)  </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf5f140-116c-0138-9147-740f24312a1c,Belle Greve,,,,,,Postal Address,,St. Lawrence,LA0135,Parish,"Belle Greve, La Rue de Haut",,,600135,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.139707 49.199882)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf5fc60-116c-0138-9147-740f24312a1c,The Elms,,,,,,Postal Address,,St. Lawrence,LA0136,Parish,"The Elms, La Rue de Haut",,,600136,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.142221 49.20024)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf606e0-116c-0138-9147-740f24312a1c,L'Espine,,,,,,Postal Address,,St. Lawrence,LA0137,Parish,"L'Espine, La Rue de Haut",,,600137,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.145826 49.201159)),,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>Coutanche, H., Coutanche, S., Le Feuvre, S. 1999. St Lawrence Jersey. A Celebration of our Parish. The Parish of St Lawrence, Jersey.  </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf61150-116c-0138-9147-740f24312a1c,Valley Farm,,,,,,Postal Address,,St. Lawrence,LA0138,Parish,"Valley Farm, Le Mont du Bu de la Rue",,,600138,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.130231 49.216752)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf61c70-116c-0138-9147-740f24312a1c,Le Rocher Farm,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0139,Parish,"Le Rocher Farm, Le Mont du Rocher",,,600139,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.155349 49.210619)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 07.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf62620-116c-0138-9147-740f24312a1c,Haute Falaize,,,,,,Postal Address,,St. Lawrence,LA0140,Parish,"Haute Falaize, Le Mont Félard",,,600140,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.136548 49.200405)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf62fe0-116c-0138-9147-740f24312a1c,Woodbine & Woodbine Cottage,,,,,,Postal Address,,St. Lawrence,LA0141,Parish,"Woodbine & Woodbine Cottage, Le Mont Félard",,,600141,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.141962 49.205229)),,<p>1.  Government of Jersey</p>,,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bfb79e0-116c-0138-9147-740f24312a1c,Veslet Lodge,,,,,Richmond Map,Postal Address,,St. Lawrence,,Parish,"Veslet Lodge, La Ruette d'Avranches",,,600142,,,,GEOMETRYCOLLECTION (POINT (-2.149288 49.223413)),,,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.</p>
<p>Romeril, L. 2016. What's Your Street's Story?: Stopford Road [Unpublished talk]</p>",,,,,
0bf63b00-116c-0138-9147-740f24312a1c,La Maison de La Fontaine,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0143,Parish,"La Maison de La Fontaine, Le Mont Perrine",,,600143,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.145514 49.219612)),,<p>1.  Jersey Archive </p><p>2.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.</p>
<p>Romeril, L. 2016. What's Your Street's Story?: Stopford Road [Unpublished talk]</p>",Government of Jersey,,"<p>1. Plans (L/A/06/A/61) </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf64510-116c-0138-9147-740f24312a1c,La Bruyere,,,,,,Postal Address,,St. Lawrence,LA0144,Parish,"La Bruyere, La Grande Route de St Laurent",,,600144,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.145044 49.226728)),,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf64fe0-116c-0138-9147-740f24312a1c,Le Menage Farm,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0145,Parish,"Le Menage Farm, Les Petites Rues",,,600145,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.146272 49.210448)),,<p>1.  Société Jersiaise </p><p>2.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  </p>
<p>Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London. </p>",Government of Jersey,,"<p>1. Sites and Monuments Database </p><p>2. Listing photographs, Historic Environment Resurvey</p>",,
0bf65980-116c-0138-9147-740f24312a1c,Holme House,,,,,,Postal Address,,St. Lawrence,LA0146,Parish,"Holme House, La Vallée de St Pierre",,,600146,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.148945 49.199509)),,<p>1.  Government of Jersey</p>,,,Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bf663f0-116c-0138-9147-740f24312a1c,High View,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0147,Parish,"High View, La Rue de la Ville au Bas",,,600147,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.156412 49.221315)),,<p>1.  Government of Jersey</p>,,"<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.</p>
<p>Romeril, L. 2016. What's Your Street's Story?: Stopford Road [Unpublished talk]</p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
0bfb8370-116c-0138-9147-740f24312a1c,Le Clos de Bas,,,,,Richmond Map,Postal Address,,St. Lawrence,,Parish,"Le Clos de Bas, La Rue de la Ville au Bas ",,,600148,,,,GEOMETRYCOLLECTION (POINT (-2.15732 49.219241)),,<p>1.  Société Jersiaise</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018)</p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.</p>",,,<p>1. Sites and Monuments Database</p>,,
0bf66f40-116c-0138-9147-740f24312a1c,Waterloo House,,,,,Richmond Map,Postal Address,,St. Lawrence,LA0149,Parish,"Waterloo House, Le Chemin des Moulins",,,600149,,Listed building,,GEOMETRYCOLLECTION (POINT (-2.136155 49.199394)),,<p>1.  Government of Jersey</p>,,"<p>Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018) </p>
<p>Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  </p>
<p>McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. </p>",Government of Jersey,,"<p>1. Listing photographs, Historic Environment Resurvey</p>",,
